Id,Id2,Geography,medhval
8600000US919HH,919HH,"919HH 5-Digit ZCTA, 919 3-Digit ZCTA",0
8600000US919XX,919XX,"919XX 5-Digit ZCTA, 919 3-Digit ZCTA",75000
8600000US92003,92003,"92003 5-Digit ZCTA, 920 3-Digit ZCTA",285000
8600000US92004,92004,"92004 5-Digit ZCTA, 920 3-Digit ZCTA",144800
8600000US92007,92007,"92007 5-Digit ZCTA, 920 3-Digit ZCTA",353600
8600000US92008,92008,"92008 5-Digit ZCTA, 920 3-Digit ZCTA",293200
8600000US92009,92009,"92009 5-Digit ZCTA, 920 3-Digit ZCTA",355700
8600000US92014,92014,"92014 5-Digit ZCTA, 920 3-Digit ZCTA",699900
8600000US92019,92019,"92019 5-Digit ZCTA, 920 3-Digit ZCTA",248200
8600000US92020,92020,"92020 5-Digit ZCTA, 920 3-Digit ZCTA",225500
8600000US92021,92021,"92021 5-Digit ZCTA, 920 3-Digit ZCTA",194200
8600000US92024,92024,"92024 5-Digit ZCTA, 920 3-Digit ZCTA",351900
8600000US92025,92025,"92025 5-Digit ZCTA, 920 3-Digit ZCTA",225600
8600000US92026,92026,"92026 5-Digit ZCTA, 920 3-Digit ZCTA",212300
8600000US92027,92027,"92027 5-Digit ZCTA, 920 3-Digit ZCTA",181800
8600000US92028,92028,"92028 5-Digit ZCTA, 920 3-Digit ZCTA",258100
8600000US92029,92029,"92029 5-Digit ZCTA, 920 3-Digit ZCTA",327100
8600000US92036,92036,"92036 5-Digit ZCTA, 920 3-Digit ZCTA",183700
8600000US92037,92037,"92037 5-Digit ZCTA, 920 3-Digit ZCTA",663900
8600000US92040,92040,"92040 5-Digit ZCTA, 920 3-Digit ZCTA",213000
8600000US92054,92054,"92054 5-Digit ZCTA, 920 3-Digit ZCTA",188500
8600000US92056,92056,"92056 5-Digit ZCTA, 920 3-Digit ZCTA",211000
8600000US92057,92057,"92057 5-Digit ZCTA, 920 3-Digit ZCTA",176900
8600000US92059,92059,"92059 5-Digit ZCTA, 920 3-Digit ZCTA",118000
8600000US92060,92060,"92060 5-Digit ZCTA, 920 3-Digit ZCTA",156300
8600000US92061,92061,"92061 5-Digit ZCTA, 920 3-Digit ZCTA",230100
8600000US92064,92064,"92064 5-Digit ZCTA, 920 3-Digit ZCTA",282000
8600000US92065,92065,"92065 5-Digit ZCTA, 920 3-Digit ZCTA",239300
8600000US92066,92066,"92066 5-Digit ZCTA, 920 3-Digit ZCTA",136300
8600000US92067,92067,"92067 5-Digit ZCTA, 920 3-Digit ZCTA",
8600000US92069,92069,"92069 5-Digit ZCTA, 920 3-Digit ZCTA",202900
8600000US92070,92070,"92070 5-Digit ZCTA, 920 3-Digit ZCTA",196400
8600000US92071,92071,"92071 5-Digit ZCTA, 920 3-Digit ZCTA",188000
8600000US92075,92075,"92075 5-Digit ZCTA, 920 3-Digit ZCTA",467300
8600000US92078,92078,"92078 5-Digit ZCTA, 920 3-Digit ZCTA",260800
8600000US92082,92082,"92082 5-Digit ZCTA, 920 3-Digit ZCTA",281400
8600000US92083,92083,"92083 5-Digit ZCTA, 920 3-Digit ZCTA",202000
8600000US92084,92084,"92084 5-Digit ZCTA, 920 3-Digit ZCTA",224800
8600000US92086,92086,"92086 5-Digit ZCTA, 920 3-Digit ZCTA",203100
8600000US92091,92091,"92091 5-Digit ZCTA, 920 3-Digit ZCTA",457700
8600000US920HH,920HH,"920HH 5-Digit ZCTA, 920 3-Digit ZCTA",0
8600000US920XX,920XX,"920XX 5-Digit ZCTA, 920 3-Digit ZCTA",0
8600000US92101,92101,"92101 5-Digit ZCTA, 921 3-Digit ZCTA",355000
8600000US92102,92102,"92102 5-Digit ZCTA, 921 3-Digit ZCTA",141600
8600000US92103,92103,"92103 5-Digit ZCTA, 921 3-Digit ZCTA",382700
8600000US92104,92104,"92104 5-Digit ZCTA, 921 3-Digit ZCTA",194100
8600000US92105,92105,"92105 5-Digit ZCTA, 921 3-Digit ZCTA",131500
8600000US92106,92106,"92106 5-Digit ZCTA, 921 3-Digit ZCTA",439100
8600000US92107,92107,"92107 5-Digit ZCTA, 921 3-Digit ZCTA",340700
8600000US92108,92108,"92108 5-Digit ZCTA, 921 3-Digit ZCTA",179100
8600000US92109,92109,"92109 5-Digit ZCTA, 921 3-Digit ZCTA",386300
8600000US92110,92110,"92110 5-Digit ZCTA, 921 3-Digit ZCTA",286600
8600000US92111,92111,"92111 5-Digit ZCTA, 921 3-Digit ZCTA",202600
8600000US92113,92113,"92113 5-Digit ZCTA, 921 3-Digit ZCTA",115900
8600000US92114,92114,"92114 5-Digit ZCTA, 921 3-Digit ZCTA",149300
8600000US92115,92115,"92115 5-Digit ZCTA, 921 3-Digit ZCTA",187600
8600000US92116,92116,"92116 5-Digit ZCTA, 921 3-Digit ZCTA",242200
8600000US92117,92117,"92117 5-Digit ZCTA, 921 3-Digit ZCTA",223100
8600000US92118,92118,"92118 5-Digit ZCTA, 921 3-Digit ZCTA",683800
8600000US92119,92119,"92119 5-Digit ZCTA, 921 3-Digit ZCTA",228300
8600000US92120,92120,"92120 5-Digit ZCTA, 921 3-Digit ZCTA",240000
8600000US92121,92121,"92121 5-Digit ZCTA, 921 3-Digit ZCTA",349500
8600000US92122,92122,"92122 5-Digit ZCTA, 921 3-Digit ZCTA",340600
8600000US92123,92123,"92123 5-Digit ZCTA, 921 3-Digit ZCTA",209800
8600000US92124,92124,"92124 5-Digit ZCTA, 921 3-Digit ZCTA",280600
8600000US92126,92126,"92126 5-Digit ZCTA, 921 3-Digit ZCTA",210100
8600000US92127,92127,"92127 5-Digit ZCTA, 921 3-Digit ZCTA",278400
8600000US92128,92128,"92128 5-Digit ZCTA, 921 3-Digit ZCTA",275200
8600000US92129,92129,"92129 5-Digit ZCTA, 921 3-Digit ZCTA",291200
8600000US92130,92130,"92130 5-Digit ZCTA, 921 3-Digit ZCTA",474100
8600000US92131,92131,"92131 5-Digit ZCTA, 921 3-Digit ZCTA",348100
8600000US92139,92139,"92139 5-Digit ZCTA, 921 3-Digit ZCTA",158200
8600000US92154,92154,"92154 5-Digit ZCTA, 921 3-Digit ZCTA",162600
8600000US92173,92173,"92173 5-Digit ZCTA, 921 3-Digit ZCTA",161300
8600000US921HH,921HH,"921HH 5-Digit ZCTA, 921 3-Digit ZCTA",0
8600000US92201,92201,"92201 5-Digit ZCTA, 922 3-Digit ZCTA",108600
8600000US92203,92203,"92203 5-Digit ZCTA, 922 3-Digit ZCTA",96800
8600000US92210,92210,"92210 5-Digit ZCTA, 922 3-Digit ZCTA",410000
8600000US92211,92211,"92211 5-Digit ZCTA, 922 3-Digit ZCTA",219000
8600000US92220,92220,"92220 5-Digit ZCTA, 922 3-Digit ZCTA",110000
8600000US92223,92223,"92223 5-Digit ZCTA, 922 3-Digit ZCTA",115800
8600000US92225,92225,"92225 5-Digit ZCTA, 922 3-Digit ZCTA",90200
8600000US92227,92227,"92227 5-Digit ZCTA, 922 3-Digit ZCTA",98900
8600000US92230,92230,"92230 5-Digit ZCTA, 922 3-Digit ZCTA",61500
8600000US92231,92231,"92231 5-Digit ZCTA, 922 3-Digit ZCTA",108500
8600000US92233,92233,"92233 5-Digit ZCTA, 922 3-Digit ZCTA",77300
8600000US92234,92234,"92234 5-Digit ZCTA, 922 3-Digit ZCTA",125800
8600000US92236,92236,"92236 5-Digit ZCTA, 922 3-Digit ZCTA",83600
8600000US92239,92239,"92239 5-Digit ZCTA, 922 3-Digit ZCTA",85300
8600000US92240,92240,"92240 5-Digit ZCTA, 922 3-Digit ZCTA",83500
8600000US92241,92241,"92241 5-Digit ZCTA, 922 3-Digit ZCTA",82300
8600000US92242,92242,"92242 5-Digit ZCTA, 922 3-Digit ZCTA",77000
8600000US92243,92243,"92243 5-Digit ZCTA, 922 3-Digit ZCTA",107000
8600000US92249,92249,"92249 5-Digit ZCTA, 922 3-Digit ZCTA",94500
8600000US92250,92250,"92250 5-Digit ZCTA, 922 3-Digit ZCTA",100500
8600000US92251,92251,"92251 5-Digit ZCTA, 922 3-Digit ZCTA",112100
8600000US92252,92252,"92252 5-Digit ZCTA, 922 3-Digit ZCTA",66600
8600000US92253,92253,"92253 5-Digit ZCTA, 922 3-Digit ZCTA",175100
8600000US92254,92254,"92254 5-Digit ZCTA, 922 3-Digit ZCTA",78600
8600000US92256,92256,"92256 5-Digit ZCTA, 922 3-Digit ZCTA",71600
8600000US92257,92257,"92257 5-Digit ZCTA, 922 3-Digit ZCTA",42900
8600000US92258,92258,"92258 5-Digit ZCTA, 922 3-Digit ZCTA",57500
8600000US92259,92259,"92259 5-Digit ZCTA, 922 3-Digit ZCTA",64500
8600000US92260,92260,"92260 5-Digit ZCTA, 922 3-Digit ZCTA",188900
8600000US92262,92262,"92262 5-Digit ZCTA, 922 3-Digit ZCTA",144700
8600000US92264,92264,"92264 5-Digit ZCTA, 922 3-Digit ZCTA",180100
8600000US92266,92266,"92266 5-Digit ZCTA, 922 3-Digit ZCTA",50900
8600000US92267,92267,"92267 5-Digit ZCTA, 922 3-Digit ZCTA",0
8600000US92268,92268,"92268 5-Digit ZCTA, 922 3-Digit ZCTA",116700
8600000US92270,92270,"92270 5-Digit ZCTA, 922 3-Digit ZCTA",288700
8600000US92273,92273,"92273 5-Digit ZCTA, 922 3-Digit ZCTA",78600
8600000US92274,92274,"92274 5-Digit ZCTA, 922 3-Digit ZCTA",87900
8600000US92275,92275,"92275 5-Digit ZCTA, 922 3-Digit ZCTA",65900
8600000US92276,92276,"92276 5-Digit ZCTA, 922 3-Digit ZCTA",103000
8600000US92277,92277,"92277 5-Digit ZCTA, 922 3-Digit ZCTA",70100
8600000US92278,92278,"92278 5-Digit ZCTA, 922 3-Digit ZCTA",95000
8600000US92280,92280,"92280 5-Digit ZCTA, 922 3-Digit ZCTA",0
8600000US92281,92281,"92281 5-Digit ZCTA, 922 3-Digit ZCTA",83800
8600000US92282,92282,"92282 5-Digit ZCTA, 922 3-Digit ZCTA",87900
8600000US92283,92283,"92283 5-Digit ZCTA, 922 3-Digit ZCTA",61500
8600000US92284,92284,"92284 5-Digit ZCTA, 922 3-Digit ZCTA",79300
8600000US92285,92285,"92285 5-Digit ZCTA, 922 3-Digit ZCTA",44700
8600000US922HH,922HH,"922HH 5-Digit ZCTA, 922 3-Digit ZCTA",0
8600000US922XX,922XX,"922XX 5-Digit ZCTA, 922 3-Digit ZCTA",30700
8600000US92301,92301,"92301 5-Digit ZCTA, 923 3-Digit ZCTA",81800
8600000US92304,92304,"92304 5-Digit ZCTA, 923 3-Digit ZCTA",0
8600000US92305,92305,"92305 5-Digit ZCTA, 923 3-Digit ZCTA",201600
8600000US92307,92307,"92307 5-Digit ZCTA, 923 3-Digit ZCTA",120500
8600000US92308,92308,"92308 5-Digit ZCTA, 923 3-Digit ZCTA",98400
8600000US92309,92309,"92309 5-Digit ZCTA, 923 3-Digit ZCTA",118800
8600000US92310,92310,"92310 5-Digit ZCTA, 923 3-Digit ZCTA",0
8600000US92311,92311,"92311 5-Digit ZCTA, 923 3-Digit ZCTA",77900
8600000US92313,92313,"92313 5-Digit ZCTA, 923 3-Digit ZCTA",144400
8600000US92314,92314,"92314 5-Digit ZCTA, 923 3-Digit ZCTA",127500
8600000US92315,92315,"92315 5-Digit ZCTA, 923 3-Digit ZCTA",194400
8600000US92316,92316,"92316 5-Digit ZCTA, 923 3-Digit ZCTA",108400
8600000US92317,92317,"92317 5-Digit ZCTA, 923 3-Digit ZCTA",148700
8600000US92318,92318,"92318 5-Digit ZCTA, 923 3-Digit ZCTA",80000
8600000US92320,92320,"92320 5-Digit ZCTA, 923 3-Digit ZCTA",132900
8600000US92321,92321,"92321 5-Digit ZCTA, 923 3-Digit ZCTA",164500
8600000US92323,92323,"92323 5-Digit ZCTA, 923 3-Digit ZCTA",128100
8600000US92324,92324,"92324 5-Digit ZCTA, 923 3-Digit ZCTA",105900
8600000US92325,92325,"92325 5-Digit ZCTA, 923 3-Digit ZCTA",126500
8600000US92327,92327,"92327 5-Digit ZCTA, 923 3-Digit ZCTA",59300
8600000US92328,92328,"92328 5-Digit ZCTA, 923 3-Digit ZCTA",34500
8600000US92332,92332,"92332 5-Digit ZCTA, 923 3-Digit ZCTA",137500
8600000US92333,92333,"92333 5-Digit ZCTA, 923 3-Digit ZCTA",218800
8600000US92335,92335,"92335 5-Digit ZCTA, 923 3-Digit ZCTA",108800
8600000US92336,92336,"92336 5-Digit ZCTA, 923 3-Digit ZCTA",146000
8600000US92337,92337,"92337 5-Digit ZCTA, 923 3-Digit ZCTA",132000
8600000US92338,92338,"92338 5-Digit ZCTA, 923 3-Digit ZCTA",85000
8600000US92339,92339,"92339 5-Digit ZCTA, 923 3-Digit ZCTA",144900
8600000US92341,92341,"92341 5-Digit ZCTA, 923 3-Digit ZCTA",133000
8600000US92342,92342,"92342 5-Digit ZCTA, 923 3-Digit ZCTA",128500
8600000US92345,92345,"92345 5-Digit ZCTA, 923 3-Digit ZCTA",98400
8600000US92346,92346,"92346 5-Digit ZCTA, 923 3-Digit ZCTA",136700
8600000US92347,92347,"92347 5-Digit ZCTA, 923 3-Digit ZCTA",71600
8600000US92352,92352,"92352 5-Digit ZCTA, 923 3-Digit ZCTA",218600
8600000US92354,92354,"92354 5-Digit ZCTA, 923 3-Digit ZCTA",165500
8600000US92356,92356,"92356 5-Digit ZCTA, 923 3-Digit ZCTA",70800
8600000US92358,92358,"92358 5-Digit ZCTA, 923 3-Digit ZCTA",105200
8600000US92359,92359,"92359 5-Digit ZCTA, 923 3-Digit ZCTA",135600
8600000US92363,92363,"92363 5-Digit ZCTA, 923 3-Digit ZCTA",77000
8600000US92364,92364,"92364 5-Digit ZCTA, 923 3-Digit ZCTA",0
8600000US92365,92365,"92365 5-Digit ZCTA, 923 3-Digit ZCTA",75800
8600000US92368,92368,"92368 5-Digit ZCTA, 923 3-Digit ZCTA",58400
8600000US92371,92371,"92371 5-Digit ZCTA, 923 3-Digit ZCTA",123300
8600000US92372,92372,"92372 5-Digit ZCTA, 923 3-Digit ZCTA",135200
8600000US92373,92373,"92373 5-Digit ZCTA, 923 3-Digit ZCTA",195900
8600000US92374,92374,"92374 5-Digit ZCTA, 923 3-Digit ZCTA",138100
8600000US92376,92376,"92376 5-Digit ZCTA, 923 3-Digit ZCTA",107500
8600000US92377,92377,"92377 5-Digit ZCTA, 923 3-Digit ZCTA",143900
8600000US92382,92382,"92382 5-Digit ZCTA, 923 3-Digit ZCTA",132700
8600000US92384,92384,"92384 5-Digit ZCTA, 923 3-Digit ZCTA",625000
8600000US92386,92386,"92386 5-Digit ZCTA, 923 3-Digit ZCTA",94800
8600000US92389,92389,"92389 5-Digit ZCTA, 923 3-Digit ZCTA",53800
8600000US92392,92392,"92392 5-Digit ZCTA, 923 3-Digit ZCTA",108600
8600000US92394,92394,"92394 5-Digit ZCTA, 923 3-Digit ZCTA",91600
8600000US92397,92397,"92397 5-Digit ZCTA, 923 3-Digit ZCTA",158200
8600000US92398,92398,"92398 5-Digit ZCTA, 923 3-Digit ZCTA",60800
8600000US92399,92399,"92399 5-Digit ZCTA, 923 3-Digit ZCTA",140300
8600000US923HH,923HH,"923HH 5-Digit ZCTA, 923 3-Digit ZCTA",0
8600000US923XX,923XX,"923XX 5-Digit ZCTA, 923 3-Digit ZCTA",144400
8600000US92401,92401,"92401 5-Digit ZCTA, 924 3-Digit ZCTA",77100
8600000US92404,92404,"92404 5-Digit ZCTA, 924 3-Digit ZCTA",98600
8600000US92405,92405,"92405 5-Digit ZCTA, 924 3-Digit ZCTA",89400
8600000US92407,92407,"92407 5-Digit ZCTA, 924 3-Digit ZCTA",113100
8600000US92408,92408,"92408 5-Digit ZCTA, 924 3-Digit ZCTA",98700
8600000US92410,92410,"92410 5-Digit ZCTA, 924 3-Digit ZCTA",85600
8600000US92411,92411,"92411 5-Digit ZCTA, 924 3-Digit ZCTA",80300
8600000US92501,92501,"92501 5-Digit ZCTA, 925 3-Digit ZCTA",110500
8600000US92503,92503,"92503 5-Digit ZCTA, 925 3-Digit ZCTA",135900
8600000US92504,92504,"92504 5-Digit ZCTA, 925 3-Digit ZCTA",125500
8600000US92505,92505,"92505 5-Digit ZCTA, 925 3-Digit ZCTA",136100
8600000US92506,92506,"92506 5-Digit ZCTA, 925 3-Digit ZCTA",184700
8600000US92507,92507,"92507 5-Digit ZCTA, 925 3-Digit ZCTA",130400
8600000US92508,92508,"92508 5-Digit ZCTA, 925 3-Digit ZCTA",181600
8600000US92509,92509,"92509 5-Digit ZCTA, 925 3-Digit ZCTA",134900
8600000US92518,92518,"92518 5-Digit ZCTA, 925 3-Digit ZCTA",198200
8600000US92530,92530,"92530 5-Digit ZCTA, 925 3-Digit ZCTA",134300
8600000US92532,92532,"92532 5-Digit ZCTA, 925 3-Digit ZCTA",210300
8600000US92536,92536,"92536 5-Digit ZCTA, 925 3-Digit ZCTA",152500
8600000US92539,92539,"92539 5-Digit ZCTA, 925 3-Digit ZCTA",130400
8600000US92543,92543,"92543 5-Digit ZCTA, 925 3-Digit ZCTA",78600
8600000US92544,92544,"92544 5-Digit ZCTA, 925 3-Digit ZCTA",116100
8600000US92545,92545,"92545 5-Digit ZCTA, 925 3-Digit ZCTA",107800
8600000US92548,92548,"92548 5-Digit ZCTA, 925 3-Digit ZCTA",101800
8600000US92549,92549,"92549 5-Digit ZCTA, 925 3-Digit ZCTA",169300
8600000US92551,92551,"92551 5-Digit ZCTA, 925 3-Digit ZCTA",113800
8600000US92553,92553,"92553 5-Digit ZCTA, 925 3-Digit ZCTA",100100
8600000US92555,92555,"92555 5-Digit ZCTA, 925 3-Digit ZCTA",154100
8600000US92557,92557,"92557 5-Digit ZCTA, 925 3-Digit ZCTA",136900
8600000US92561,92561,"92561 5-Digit ZCTA, 925 3-Digit ZCTA",187900
8600000US92562,92562,"92562 5-Digit ZCTA, 925 3-Digit ZCTA",195100
8600000US92563,92563,"92563 5-Digit ZCTA, 925 3-Digit ZCTA",183700
8600000US92567,92567,"92567 5-Digit ZCTA, 925 3-Digit ZCTA",156700
8600000US92570,92570,"92570 5-Digit ZCTA, 925 3-Digit ZCTA",117800
8600000US92571,92571,"92571 5-Digit ZCTA, 925 3-Digit ZCTA",93700
8600000US92582,92582,"92582 5-Digit ZCTA, 925 3-Digit ZCTA",97300
8600000US92583,92583,"92583 5-Digit ZCTA, 925 3-Digit ZCTA",96900
8600000US92584,92584,"92584 5-Digit ZCTA, 925 3-Digit ZCTA",160400
8600000US92585,92585,"92585 5-Digit ZCTA, 925 3-Digit ZCTA",123300
8600000US92586,92586,"92586 5-Digit ZCTA, 925 3-Digit ZCTA",100400
8600000US92587,92587,"92587 5-Digit ZCTA, 925 3-Digit ZCTA",200700
8600000US92590,92590,"92590 5-Digit ZCTA, 925 3-Digit ZCTA",466700
8600000US92591,92591,"92591 5-Digit ZCTA, 925 3-Digit ZCTA",195400
8600000US92592,92592,"92592 5-Digit ZCTA, 925 3-Digit ZCTA",197500
8600000US92595,92595,"92595 5-Digit ZCTA, 925 3-Digit ZCTA",157000
8600000US92596,92596,"92596 5-Digit ZCTA, 925 3-Digit ZCTA",172600
8600000US925HH,925HH,"925HH 5-Digit ZCTA, 925 3-Digit ZCTA",0
8600000US925XX,925XX,"925XX 5-Digit ZCTA, 925 3-Digit ZCTA",0
8600000US92602,92602,"92602 5-Digit ZCTA, 926 3-Digit ZCTA",377900
8600000US92604,92604,"92604 5-Digit ZCTA, 926 3-Digit ZCTA",279300
8600000US92606,92606,"92606 5-Digit ZCTA, 926 3-Digit ZCTA",320900
8600000US92610,92610,"92610 5-Digit ZCTA, 926 3-Digit ZCTA",313300
8600000US92612,92612,"92612 5-Digit ZCTA, 926 3-Digit ZCTA",345400
8600000US92614,92614,"92614 5-Digit ZCTA, 926 3-Digit ZCTA",296400
8600000US92618,92618,"92618 5-Digit ZCTA, 926 3-Digit ZCTA",237600
8600000US92620,92620,"92620 5-Digit ZCTA, 926 3-Digit ZCTA",344500
8600000US92624,92624,"92624 5-Digit ZCTA, 926 3-Digit ZCTA",366500
8600000US92625,92625,"92625 5-Digit ZCTA, 926 3-Digit ZCTA",825100
8600000US92626,92626,"92626 5-Digit ZCTA, 926 3-Digit ZCTA",273600
8600000US92627,92627,"92627 5-Digit ZCTA, 926 3-Digit ZCTA",274500
8600000US92629,92629,"92629 5-Digit ZCTA, 926 3-Digit ZCTA",386500
8600000US92630,92630,"92630 5-Digit ZCTA, 926 3-Digit ZCTA",277700
8600000US92646,92646,"92646 5-Digit ZCTA, 926 3-Digit ZCTA",305700
8600000US92647,92647,"92647 5-Digit ZCTA, 926 3-Digit ZCTA",278700
8600000US92648,92648,"92648 5-Digit ZCTA, 926 3-Digit ZCTA",411100
8600000US92649,92649,"92649 5-Digit ZCTA, 926 3-Digit ZCTA",344900
8600000US92651,92651,"92651 5-Digit ZCTA, 926 3-Digit ZCTA",672800
8600000US92653,92653,"92653 5-Digit ZCTA, 926 3-Digit ZCTA",256500
8600000US92655,92655,"92655 5-Digit ZCTA, 926 3-Digit ZCTA",202100
8600000US92656,92656,"92656 5-Digit ZCTA, 926 3-Digit ZCTA",259000
8600000US92657,92657,"92657 5-Digit ZCTA, 926 3-Digit ZCTA",774900
8600000US92660,92660,"92660 5-Digit ZCTA, 926 3-Digit ZCTA",644700
8600000US92661,92661,"92661 5-Digit ZCTA, 926 3-Digit ZCTA",887400
8600000US92662,92662,"92662 5-Digit ZCTA, 926 3-Digit ZCTA",918500
8600000US92663,92663,"92663 5-Digit ZCTA, 926 3-Digit ZCTA",595100
8600000US92672,92672,"92672 5-Digit ZCTA, 926 3-Digit ZCTA",360700
8600000US92673,92673,"92673 5-Digit ZCTA, 926 3-Digit ZCTA",389200
8600000US92675,92675,"92675 5-Digit ZCTA, 926 3-Digit ZCTA",338000
8600000US92676,92676,"92676 5-Digit ZCTA, 926 3-Digit ZCTA",253300
8600000US92677,92677,"92677 5-Digit ZCTA, 926 3-Digit ZCTA",370400
8600000US92679,92679,"92679 5-Digit ZCTA, 926 3-Digit ZCTA",424700
8600000US92683,92683,"92683 5-Digit ZCTA, 926 3-Digit ZCTA",226400
8600000US92688,92688,"92688 5-Digit ZCTA, 926 3-Digit ZCTA",260700
8600000US92691,92691,"92691 5-Digit ZCTA, 926 3-Digit ZCTA",282800
8600000US92692,92692,"92692 5-Digit ZCTA, 926 3-Digit ZCTA",312000
8600000US92694,92694,"92694 5-Digit ZCTA, 926 3-Digit ZCTA",361200
8600000US926HH,926HH,"926HH 5-Digit ZCTA, 926 3-Digit ZCTA",0
8600000US926XX,926XX,"926XX 5-Digit ZCTA, 926 3-Digit ZCTA",0
8600000US92701,92701,"92701 5-Digit ZCTA, 927 3-Digit ZCTA",171100
8600000US92703,92703,"92703 5-Digit ZCTA, 927 3-Digit ZCTA",165900
8600000US92704,92704,"92704 5-Digit ZCTA, 927 3-Digit ZCTA",187600
8600000US92705,92705,"92705 5-Digit ZCTA, 927 3-Digit ZCTA",376500
8600000US92706,92706,"92706 5-Digit ZCTA, 927 3-Digit ZCTA",225100
8600000US92707,92707,"92707 5-Digit ZCTA, 927 3-Digit ZCTA",174600
8600000US92708,92708,"92708 5-Digit ZCTA, 927 3-Digit ZCTA",289700
8600000US92780,92780,"92780 5-Digit ZCTA, 927 3-Digit ZCTA",256900
8600000US92782,92782,"92782 5-Digit ZCTA, 927 3-Digit ZCTA",337200
8600000US927HH,927HH,"927HH 5-Digit ZCTA, 927 3-Digit ZCTA",0
8600000US92801,92801,"92801 5-Digit ZCTA, 928 3-Digit ZCTA",181800
8600000US92802,92802,"92802 5-Digit ZCTA, 928 3-Digit ZCTA",194400
8600000US92804,92804,"92804 5-Digit ZCTA, 928 3-Digit ZCTA",193400
8600000US92805,92805,"92805 5-Digit ZCTA, 928 3-Digit ZCTA",182700
8600000US92806,92806,"92806 5-Digit ZCTA, 928 3-Digit ZCTA",223200
8600000US92807,92807,"92807 5-Digit ZCTA, 928 3-Digit ZCTA",281400
8600000US92808,92808,"92808 5-Digit ZCTA, 928 3-Digit ZCTA",315300
8600000US92821,92821,"92821 5-Digit ZCTA, 928 3-Digit ZCTA",257900
8600000US92823,92823,"92823 5-Digit ZCTA, 928 3-Digit ZCTA",318000
8600000US92831,92831,"92831 5-Digit ZCTA, 928 3-Digit ZCTA",247800
8600000US92832,92832,"92832 5-Digit ZCTA, 928 3-Digit ZCTA",192000
8600000US92833,92833,"92833 5-Digit ZCTA, 928 3-Digit ZCTA",205800
8600000US92835,92835,"92835 5-Digit ZCTA, 928 3-Digit ZCTA",321500
8600000US92840,92840,"92840 5-Digit ZCTA, 928 3-Digit ZCTA",191600
8600000US92841,92841,"92841 5-Digit ZCTA, 928 3-Digit ZCTA",208100
8600000US92843,92843,"92843 5-Digit ZCTA, 928 3-Digit ZCTA",185600
8600000US92844,92844,"92844 5-Digit ZCTA, 928 3-Digit ZCTA",180500
8600000US92845,92845,"92845 5-Digit ZCTA, 928 3-Digit ZCTA",237800
8600000US92860,92860,"92860 5-Digit ZCTA, 928 3-Digit ZCTA",204500
8600000US92861,92861,"92861 5-Digit ZCTA, 928 3-Digit ZCTA",591000
8600000US92865,92865,"92865 5-Digit ZCTA, 928 3-Digit ZCTA",233000
8600000US92866,92866,"92866 5-Digit ZCTA, 928 3-Digit ZCTA",248700
8600000US92867,92867,"92867 5-Digit ZCTA, 928 3-Digit ZCTA",276100
8600000US92868,92868,"92868 5-Digit ZCTA, 928 3-Digit ZCTA",183500
8600000US92869,92869,"92869 5-Digit ZCTA, 928 3-Digit ZCTA",288400
8600000US92870,92870,"92870 5-Digit ZCTA, 928 3-Digit ZCTA",265200
8600000US92879,92879,"92879 5-Digit ZCTA, 928 3-Digit ZCTA",176200
8600000US92880,92880,"92880 5-Digit ZCTA, 928 3-Digit ZCTA",194700
8600000US92881,92881,"92881 5-Digit ZCTA, 928 3-Digit ZCTA",217300
8600000US92882,92882,"92882 5-Digit ZCTA, 928 3-Digit ZCTA",192100
8600000US92883,92883,"92883 5-Digit ZCTA, 928 3-Digit ZCTA",184600
8600000US92886,92886,"92886 5-Digit ZCTA, 928 3-Digit ZCTA",310400
8600000US92887,92887,"92887 5-Digit ZCTA, 928 3-Digit ZCTA",401900
8600000US928HH,928HH,"928HH 5-Digit ZCTA, 928 3-Digit ZCTA",0
8600000US928XX,928XX,"928XX 5-Digit ZCTA, 928 3-Digit ZCTA",0
8600000US93001,93001,"93001 5-Digit ZCTA, 930 3-Digit ZCTA",235800
8600000US93003,93003,"93003 5-Digit ZCTA, 930 3-Digit ZCTA",246300
8600000US93004,93004,"93004 5-Digit ZCTA, 930 3-Digit ZCTA",243300
8600000US93010,93010,"93010 5-Digit ZCTA, 930 3-Digit ZCTA",264700
8600000US93012,93012,"93012 5-Digit ZCTA, 930 3-Digit ZCTA",271700
8600000US93013,93013,"93013 5-Digit ZCTA, 930 3-Digit ZCTA",420100
8600000US93015,93015,"93015 5-Digit ZCTA, 930 3-Digit ZCTA",172900
8600000US93021,93021,"93021 5-Digit ZCTA, 930 3-Digit ZCTA",282100
8600000US93022,93022,"93022 5-Digit ZCTA, 930 3-Digit ZCTA",228400
8600000US93023,93023,"93023 5-Digit ZCTA, 930 3-Digit ZCTA",275100
8600000US93030,93030,"93030 5-Digit ZCTA, 930 3-Digit ZCTA",197900
8600000US93033,93033,"93033 5-Digit ZCTA, 930 3-Digit ZCTA",173200
8600000US93035,93035,"93035 5-Digit ZCTA, 930 3-Digit ZCTA",234800
8600000US93040,93040,"93040 5-Digit ZCTA, 930 3-Digit ZCTA",170200
8600000US93041,93041,"93041 5-Digit ZCTA, 930 3-Digit ZCTA",165400
8600000US93060,93060,"93060 5-Digit ZCTA, 930 3-Digit ZCTA",182700
