Id,Id2,Geography,medhval
8600000US91024,91024,"91024 5-Digit ZCTA, 910 3-Digit ZCTA",369200
8600000US91030,91030,"91030 5-Digit ZCTA, 910 3-Digit ZCTA",384500
8600000US91040,91040,"91040 5-Digit ZCTA, 910 3-Digit ZCTA",200900
8600000US91042,91042,"91042 5-Digit ZCTA, 910 3-Digit ZCTA",197400
8600000US910HH,910HH,"910HH 5-Digit ZCTA, 910 3-Digit ZCTA",0
8600000US910XX,910XX,"910XX 5-Digit ZCTA, 910 3-Digit ZCTA",0
8600000US91101,91101,"91101 5-Digit ZCTA, 911 3-Digit ZCTA",202200
8600000US91103,91103,"91103 5-Digit ZCTA, 911 3-Digit ZCTA",209600
8600000US91104,91104,"91104 5-Digit ZCTA, 911 3-Digit ZCTA",253100
8600000US91105,91105,"91105 5-Digit ZCTA, 911 3-Digit ZCTA",495900
8600000US91106,91106,"91106 5-Digit ZCTA, 911 3-Digit ZCTA",370400
8600000US91107,91107,"91107 5-Digit ZCTA, 911 3-Digit ZCTA",311300
8600000US91108,91108,"91108 5-Digit ZCTA, 911 3-Digit ZCTA",688700
8600000US91201,91201,"91201 5-Digit ZCTA, 912 3-Digit ZCTA",299400
8600000US91202,91202,"91202 5-Digit ZCTA, 912 3-Digit ZCTA",346000
8600000US91203,91203,"91203 5-Digit ZCTA, 912 3-Digit ZCTA",210400
8600000US91204,91204,"91204 5-Digit ZCTA, 912 3-Digit ZCTA",216900
8600000US91205,91205,"91205 5-Digit ZCTA, 912 3-Digit ZCTA",216600
8600000US91206,91206,"91206 5-Digit ZCTA, 912 3-Digit ZCTA",360300
8600000US91207,91207,"91207 5-Digit ZCTA, 912 3-Digit ZCTA",442400
8600000US91208,91208,"91208 5-Digit ZCTA, 912 3-Digit ZCTA",392400
8600000US91214,91214,"91214 5-Digit ZCTA, 912 3-Digit ZCTA",287700
8600000US91301,91301,"91301 5-Digit ZCTA, 913 3-Digit ZCTA",375600
8600000US91302,91302,"91302 5-Digit ZCTA, 913 3-Digit ZCTA",587700
8600000US91303,91303,"91303 5-Digit ZCTA, 913 3-Digit ZCTA",168000
8600000US91304,91304,"91304 5-Digit ZCTA, 913 3-Digit ZCTA",248200
8600000US91306,91306,"91306 5-Digit ZCTA, 913 3-Digit ZCTA",188600
8600000US91307,91307,"91307 5-Digit ZCTA, 913 3-Digit ZCTA",256100
8600000US91311,91311,"91311 5-Digit ZCTA, 913 3-Digit ZCTA",261200
8600000US91316,91316,"91316 5-Digit ZCTA, 913 3-Digit ZCTA",331800
8600000US91320,91320,"91320 5-Digit ZCTA, 913 3-Digit ZCTA",291000
8600000US91321,91321,"91321 5-Digit ZCTA, 913 3-Digit ZCTA",215100
8600000US91324,91324,"91324 5-Digit ZCTA, 913 3-Digit ZCTA",243400
8600000US91325,91325,"91325 5-Digit ZCTA, 913 3-Digit ZCTA",272600
8600000US91326,91326,"91326 5-Digit ZCTA, 913 3-Digit ZCTA",342000
8600000US91331,91331,"91331 5-Digit ZCTA, 913 3-Digit ZCTA",145800
8600000US91335,91335,"91335 5-Digit ZCTA, 913 3-Digit ZCTA",170600
8600000US91340,91340,"91340 5-Digit ZCTA, 913 3-Digit ZCTA",144000
8600000US91342,91342,"91342 5-Digit ZCTA, 913 3-Digit ZCTA",167400
8600000US91343,91343,"91343 5-Digit ZCTA, 913 3-Digit ZCTA",202000
8600000US91344,91344,"91344 5-Digit ZCTA, 913 3-Digit ZCTA",238100
8600000US91345,91345,"91345 5-Digit ZCTA, 913 3-Digit ZCTA",178900
8600000US91350,91350,"91350 5-Digit ZCTA, 913 3-Digit ZCTA",238600
8600000US91351,91351,"91351 5-Digit ZCTA, 913 3-Digit ZCTA",204700
8600000US91352,91352,"91352 5-Digit ZCTA, 913 3-Digit ZCTA",161400
8600000US91354,91354,"91354 5-Digit ZCTA, 913 3-Digit ZCTA",262600
8600000US91355,91355,"91355 5-Digit ZCTA, 913 3-Digit ZCTA",262400
8600000US91356,91356,"91356 5-Digit ZCTA, 913 3-Digit ZCTA",471800
8600000US91360,91360,"91360 5-Digit ZCTA, 913 3-Digit ZCTA",290600
8600000US91361,91361,"91361 5-Digit ZCTA, 913 3-Digit ZCTA",444200
8600000US91362,91362,"91362 5-Digit ZCTA, 913 3-Digit ZCTA",390500
8600000US91364,91364,"91364 5-Digit ZCTA, 913 3-Digit ZCTA",375800
8600000US91367,91367,"91367 5-Digit ZCTA, 913 3-Digit ZCTA",323600
8600000US91377,91377,"91377 5-Digit ZCTA, 913 3-Digit ZCTA",373400
8600000US91381,91381,"91381 5-Digit ZCTA, 913 3-Digit ZCTA",327500
8600000US91384,91384,"91384 5-Digit ZCTA, 913 3-Digit ZCTA",222300
8600000US913HH,913HH,"913HH 5-Digit ZCTA, 913 3-Digit ZCTA",0
8600000US913XX,913XX,"913XX 5-Digit ZCTA, 913 3-Digit ZCTA",0
8600000US91401,91401,"91401 5-Digit ZCTA, 914 3-Digit ZCTA",255400
8600000US91402,91402,"91402 5-Digit ZCTA, 914 3-Digit ZCTA",150500
8600000US91403,91403,"91403 5-Digit ZCTA, 914 3-Digit ZCTA",458100
8600000US91405,91405,"91405 5-Digit ZCTA, 914 3-Digit ZCTA",180800
8600000US91406,91406,"91406 5-Digit ZCTA, 914 3-Digit ZCTA",181800
8600000US91411,91411,"91411 5-Digit ZCTA, 914 3-Digit ZCTA",217600
8600000US91423,91423,"91423 5-Digit ZCTA, 914 3-Digit ZCTA",388500
8600000US91436,91436,"91436 5-Digit ZCTA, 914 3-Digit ZCTA",583400
8600000US91501,91501,"91501 5-Digit ZCTA, 915 3-Digit ZCTA",325500
8600000US91502,91502,"91502 5-Digit ZCTA, 915 3-Digit ZCTA",202200
8600000US91504,91504,"91504 5-Digit ZCTA, 915 3-Digit ZCTA",289400
8600000US91505,91505,"91505 5-Digit ZCTA, 915 3-Digit ZCTA",230800
8600000US91506,91506,"91506 5-Digit ZCTA, 915 3-Digit ZCTA",250800
8600000US91601,91601,"91601 5-Digit ZCTA, 916 3-Digit ZCTA",210100
8600000US91602,91602,"91602 5-Digit ZCTA, 916 3-Digit ZCTA",383900
8600000US91604,91604,"91604 5-Digit ZCTA, 916 3-Digit ZCTA",457700
8600000US91605,91605,"91605 5-Digit ZCTA, 916 3-Digit ZCTA",169500
8600000US91606,91606,"91606 5-Digit ZCTA, 916 3-Digit ZCTA",170100
8600000US91607,91607,"91607 5-Digit ZCTA, 916 3-Digit ZCTA",304200
8600000US91608,91608,"91608 5-Digit ZCTA, 916 3-Digit ZCTA",0
8600000US91701,91701,"91701 5-Digit ZCTA, 917 3-Digit ZCTA",205500
8600000US91702,91702,"91702 5-Digit ZCTA, 917 3-Digit ZCTA",146700
8600000US91706,91706,"91706 5-Digit ZCTA, 917 3-Digit ZCTA",146600
8600000US91709,91709,"91709 5-Digit ZCTA, 917 3-Digit ZCTA",242600
8600000US91710,91710,"91710 5-Digit ZCTA, 917 3-Digit ZCTA",174300
8600000US91711,91711,"91711 5-Digit ZCTA, 917 3-Digit ZCTA",252400
8600000US91719,91719,"91719 5-Digit ZCTA, 917 3-Digit ZCTA",187500
8600000US91722,91722,"91722 5-Digit ZCTA, 917 3-Digit ZCTA",169500
8600000US91723,91723,"91723 5-Digit ZCTA, 917 3-Digit ZCTA",187800
8600000US91724,91724,"91724 5-Digit ZCTA, 917 3-Digit ZCTA",205900
8600000US91730,91730,"91730 5-Digit ZCTA, 917 3-Digit ZCTA",149300
8600000US91731,91731,"91731 5-Digit ZCTA, 917 3-Digit ZCTA",160600
8600000US91732,91732,"91732 5-Digit ZCTA, 917 3-Digit ZCTA",156800
8600000US91733,91733,"91733 5-Digit ZCTA, 917 3-Digit ZCTA",157600
8600000US91737,91737,"91737 5-Digit ZCTA, 917 3-Digit ZCTA",234800
8600000US91739,91739,"91739 5-Digit ZCTA, 917 3-Digit ZCTA",180200
8600000US91740,91740,"91740 5-Digit ZCTA, 917 3-Digit ZCTA",188900
8600000US91741,91741,"91741 5-Digit ZCTA, 917 3-Digit ZCTA",273000
8600000US91743,91743,"91743 5-Digit ZCTA, 917 3-Digit ZCTA",0
8600000US91744,91744,"91744 5-Digit ZCTA, 917 3-Digit ZCTA",148600
8600000US91745,91745,"91745 5-Digit ZCTA, 917 3-Digit ZCTA",231500
8600000US91746,91746,"91746 5-Digit ZCTA, 917 3-Digit ZCTA",153200
8600000US91748,91748,"91748 5-Digit ZCTA, 917 3-Digit ZCTA",215200
8600000US91750,91750,"91750 5-Digit ZCTA, 917 3-Digit ZCTA",239300
8600000US91752,91752,"91752 5-Digit ZCTA, 917 3-Digit ZCTA",154800
8600000US91754,91754,"91754 5-Digit ZCTA, 917 3-Digit ZCTA",218700
8600000US91755,91755,"91755 5-Digit ZCTA, 917 3-Digit ZCTA",213700
8600000US91759,91759,"91759 5-Digit ZCTA, 917 3-Digit ZCTA",300000
8600000US91761,91761,"91761 5-Digit ZCTA, 917 3-Digit ZCTA",157200
8600000US91762,91762,"91762 5-Digit ZCTA, 917 3-Digit ZCTA",137400
8600000US91763,91763,"91763 5-Digit ZCTA, 917 3-Digit ZCTA",135600
8600000US91764,91764,"91764 5-Digit ZCTA, 917 3-Digit ZCTA",127600
8600000US91765,91765,"91765 5-Digit ZCTA, 917 3-Digit ZCTA",244300
8600000US91766,91766,"91766 5-Digit ZCTA, 917 3-Digit ZCTA",142800
8600000US91767,91767,"91767 5-Digit ZCTA, 917 3-Digit ZCTA",136400
8600000US91768,91768,"91768 5-Digit ZCTA, 917 3-Digit ZCTA",129600
8600000US91770,91770,"91770 5-Digit ZCTA, 917 3-Digit ZCTA",180000
8600000US91773,91773,"91773 5-Digit ZCTA, 917 3-Digit ZCTA",233000
8600000US91775,91775,"91775 5-Digit ZCTA, 917 3-Digit ZCTA",282400
8600000US91776,91776,"91776 5-Digit ZCTA, 917 3-Digit ZCTA",199900
8600000US91780,91780,"91780 5-Digit ZCTA, 917 3-Digit ZCTA",232300
8600000US91784,91784,"91784 5-Digit ZCTA, 917 3-Digit ZCTA",265800
8600000US91786,91786,"91786 5-Digit ZCTA, 917 3-Digit ZCTA",172500
8600000US91789,91789,"91789 5-Digit ZCTA, 917 3-Digit ZCTA",275200
8600000US91790,91790,"91790 5-Digit ZCTA, 917 3-Digit ZCTA",182200
8600000US91791,91791,"91791 5-Digit ZCTA, 917 3-Digit ZCTA",221500
8600000US91792,91792,"91792 5-Digit ZCTA, 917 3-Digit ZCTA",184900
8600000US917HH,917HH,"917HH 5-Digit ZCTA, 917 3-Digit ZCTA",0
8600000US917XX,917XX,"917XX 5-Digit ZCTA, 917 3-Digit ZCTA",325000
8600000US91801,91801,"91801 5-Digit ZCTA, 918 3-Digit ZCTA",214700
8600000US91803,91803,"91803 5-Digit ZCTA, 918 3-Digit ZCTA",207400
8600000US91901,91901,"91901 5-Digit ZCTA, 919 3-Digit ZCTA",290100
8600000US91902,91902,"91902 5-Digit ZCTA, 919 3-Digit ZCTA",299400
8600000US91905,91905,"91905 5-Digit ZCTA, 919 3-Digit ZCTA",102100
8600000US91906,91906,"91906 5-Digit ZCTA, 919 3-Digit ZCTA",139400
8600000US91910,91910,"91910 5-Digit ZCTA, 919 3-Digit ZCTA",205200
8600000US91911,91911,"91911 5-Digit ZCTA, 919 3-Digit ZCTA",169100
8600000US91913,91913,"91913 5-Digit ZCTA, 919 3-Digit ZCTA",230200
8600000US91914,91914,"91914 5-Digit ZCTA, 919 3-Digit ZCTA",223100
8600000US91915,91915,"91915 5-Digit ZCTA, 919 3-Digit ZCTA",243400
8600000US91916,91916,"91916 5-Digit ZCTA, 919 3-Digit ZCTA",177100
8600000US91917,91917,"91917 5-Digit ZCTA, 919 3-Digit ZCTA",190200
8600000US91931,91931,"91931 5-Digit ZCTA, 919 3-Digit ZCTA",203800
8600000US91932,91932,"91932 5-Digit ZCTA, 919 3-Digit ZCTA",172000
8600000US91934,91934,"91934 5-Digit ZCTA, 919 3-Digit ZCTA",95200
8600000US91935,91935,"91935 5-Digit ZCTA, 919 3-Digit ZCTA",309800
8600000US91941,91941,"91941 5-Digit ZCTA, 919 3-Digit ZCTA",230900
8600000US91942,91942,"91942 5-Digit ZCTA, 919 3-Digit ZCTA",197200
8600000US91945,91945,"91945 5-Digit ZCTA, 919 3-Digit ZCTA",165300
8600000US91948,91948,"91948 5-Digit ZCTA, 919 3-Digit ZCTA",166300
8600000US91950,91950,"91950 5-Digit ZCTA, 919 3-Digit ZCTA",141000
8600000US91962,91962,"91962 5-Digit ZCTA, 919 3-Digit ZCTA",222100
8600000US91963,91963,"91963 5-Digit ZCTA, 919 3-Digit ZCTA",161000
8600000US91977,91977,"91977 5-Digit ZCTA, 919 3-Digit ZCTA",166100
8600000US91978,91978,"91978 5-Digit ZCTA, 919 3-Digit ZCTA",198300
8600000US91980,91980,"91980 5-Digit ZCTA, 919 3-Digit ZCTA",151600
