"AREAKEY","GEO2000","TCH70_00","PCTCOV70","STATECD","STATECE","STUSAB","COUNCD","UCOUNTY","TRCTCD1","TRCTCD2","REGION","DIVIS","SHRNHW9","SHRNHB9","SHRNHI9","SHRNHA9","SHRNHO9","SHRHSP9","FFH9","EDUC169","EDUCPP9","UNEMPRT9","WELFARE9","MDFAMY9","AVHHIN9","MDVALHS9","SHRNHW0","SHRNHB0","SHRNHI0","SHRNHA0","SHRNHO0","SHRHSP0","FFH0","EDUC160","EDUCPP0","UNEMPRT0","WELFARE0","MDFAMY0","AVHHIN0","MDVALHS0"
"06001400100","06001400100","4","100.00","06","93","CA","001","06001","4001","","4","9","0.85112782","0.04060150","0.000000","0.079323","0.000000","0.02857143","0.08510638","1629","2157","0.02318668","0.00987654","96336","104273.087243","361206","0.773133","0.054383","0.004464","0.122159","0.000000","0.045860","0.019920","1707","2039","0.009947","0.010999","161092","172109.074244","695900"
"06001400200","06001400200","0","100.00","06","93","CA","001","06001","4002","","4","9","0.83513780","0.04379921","0.009843","0.051673","0.004429","0.05511811","0.11904762","996","1475","0.01066448","0.03196347","63381","60794.397260","346900","0.813786","0.033436","0.000514","0.085905","0.006687","0.059671","0.070423","1240","1605","0.049656","0.000000","99613","105901.310044","470400"
"06001400300","06001400300","0","100.00","06","93","CA","001","06001","4003","","4","9","0.71825080","0.14157348","0.006789","0.057508","0.001797","0.07408147","0.20930233","2073","3732","0.07629256","0.09220146","43050","41007.643786","259500","0.688397","0.164207","0.000205","0.087126","0.001845","0.058221","0.182004","2482","3915","0.037708","0.064000","73786","75703.160000","391600"
"06001400400","06001400400","0","100.00","06","93","CA","001","06001","4004","","4","9","0.63987555","0.22297122","0.007519","0.076744","0.000000","0.05289085","0.29836066","1527","2681","0.07924377","0.06169377","35571","37349.260796","238200","0.651817","0.183930","0.005193","0.085542","0.005466","0.068051","0.315254","1937","2832","0.045510","0.064230","65833","74562.236988","394700"
"06001400500","06001400500","0","100.00","06","93","CA","001","06001","4005","","4","9","0.32477612","0.55462687","0.006269","0.067463","0.000000","0.04686567","0.45907473","769","2198","0.12934473","0.14247130","31038","27792.191762","151000","0.376574","0.447731","0.001757","0.061493","0.010835","0.101611","0.333333","1110","2345","0.054197","0.086957","53295","52546.203764","229900"
"06001400600","06001400600","0","100.00","06","93","CA","001","06001","4006","","4","9","0.22797619","0.65297619","0.000000","0.044643","0.011310","0.06309524","0.49197861","241","1119","0.17510260","0.22253521","25469","25585.056338","158000","0.243831","0.615746","0.000000","0.042303","0.007051","0.091069","0.560694","313","1227","0.052350","0.190083","46838","55996.694215","265900"
"06001400700","06001400700","4","100.00","06","93","CA","001","06001","4007","","4","9","0.11942070","0.80508072","0.000000","0.034663","0.000000","0.04083571","0.65806452","527","2885","0.09486781","0.19697850","32738","25834.761185","119300","0.188272","0.686363","0.001348","0.053696","0.000000","0.070321","0.562900","698","3003","0.068764","0.229827","36958","40595.993322","176800"
"06001400800","06001400800","0","100.00","06","93","CA","001","06001","4008","","4","9","0.15806145","0.73519164","0.002851","0.073804","0.002851","0.02724105","0.43264249","441","2150","0.11041230","0.24701874","23092","23947.336457","94500","0.225126","0.573508","0.005049","0.081972","0.000000","0.114345","0.541353","630","2356","0.116687","0.176036","43594","44343.639053","162800"
"06001400900","06001400900","4","100.00","06","93","CA","001","06001","4009","","4","9","0.18466612","0.74896950","0.000000","0.037098","0.003298","0.02596867","0.56034483","277","1657","0.13027179","0.25605901","25583","25158.307692","134600","0.220594","0.649573","0.006512","0.078144","0.002035","0.043142","0.474006","464","1765","0.093949","0.185080","35375","38730.500472","137500"
"06001401000","06001401000","4","100.00","06","93","CA","001","06001","4010","","4","9","0.07805677","0.81877729","0.006004","0.045670","0.000000","0.05149199","0.62372449","437","3615","0.18979334","0.29257246","19401","23449.140399","107000","0.097740","0.737607","0.002627","0.070065","0.002277","0.089683","0.550938","563","3707","0.102104","0.212424","27143","39934.926151","162000"
"06001401100","06001401100","4","100.00","06","93","CA","001","06001","4011","","4","9","0.32047106","0.42395390","0.011526","0.142821","0.006765","0.09446254","0.47627119","861","2549","0.07835663","0.11093074","29615","26130.198052","200300","0.367856","0.355628","0.011230","0.143000","0.005241","0.117045","0.432500","1236","2876","0.057848","0.113555","43977","42685.575448","250000"
"06001401200","06001401200","0","100.00","06","93","CA","001","06001","4012","","4","9","0.57740756","0.27956115","0.009752","0.098740","0.000000","0.03453881","0.50505051","778","1830","0.06970684","0.14152542","29196","31613.587288","180300","0.632214","0.215762","0.000000","0.085702","0.010336","0.055986","0.438914","975","1802","0.061508","0.081308","60595","55476.194468","310800"
"06001401300","06001401300","4","100.00","06","93","CA","001","06001","4013","","4","9","0.29263245","0.50289735","0.004553","0.153974","0.000000","0.04594371","0.61413043","201","1803","0.10428101","0.21784566","17827","17428.352090","240600","0.201370","0.540411","0.000000","0.159247","0.000000","0.098973","0.597458","314","2121","0.120603","0.286031","21638","27066.888396","225000"
"06001401400","06001401400","4","100.00","06","93","CA","001","06001","4014","","4","9","0.06599713","0.79459589","0.005261","0.078431","0.001435","0.05428025","0.58432709","211","2420","0.22649573","0.37209302","17018","18204.275748","95600","0.073452","0.648688","0.002938","0.114376","0.004617","0.155929","0.595577","234","2764","0.208255","0.363636","19917","28350.271370","130400"
"06001401500","06001401500","0","100.00","06","93","CA","001","06001","4015","","4","9","0.07846235","0.83359663","0.000000","0.020537","0.000000","0.06740390","0.56164384","81","1085","0.10578512","0.37240356","16580","22877.228487","87700","0.093095","0.744375","0.014352","0.056633","0.002327","0.089216","0.590062","231","1406","0.273585","0.358065","23830","39695.591398","118800"
"06001401600","06001401600","0","100.00","06","93","CA","001","06001","4016","","4","9","0.08597046","0.72468354","0.000000","0.145042","0.000000","0.04430380","0.61824324","87","977","0.22008547","0.56871345","13170","16303.271930","68400","0.105204","0.621041","0.006787","0.092195","0.000000","0.174774","0.648515","126","1143","0.265560","0.295367","23558","41452.509653","118800"
"06001401700","06001401700","0","100.00","06","93","CA","001","06001","4017","","4","9","0.13924051","0.61075949","0.000000","0.063819","0.000000","0.18618143","0.46473029","113","1153","0.23611111","0.35233161","19375","23772.257340","91100","0.097285","0.492647","0.000566","0.054299","0.000000","0.355204","0.427907","188","1021","0.105063","0.227357","14375","40343.992606","123300"
"06001401800","06001401800","0","100.00","06","93","CA","001","06001","4018","","4","9","0.03139013","0.79484305","0.000000","0.144619","0.000000","0.02914798","0.67340067","59","1091","0.24416517","0.50307692","13433","19439.693846","81000","0.029084","0.793020","0.004847","0.028114","0.017935","0.127000","0.608434","117","1101","0.170382","0.425564","16875","56809.022556","107900"
"06001401900","06001401900","4","100.00","06","93","CA","001","06001","4019","","4","9","0.36611008","0.31292517","0.000000","0.029066","0.000000","0.29189858","0.42400000","65","648","0.15357143","0.19248826","20905","23665.690141","80400","0.215809","0.224592","0.000000","0.025094","0.000000","0.534504","0.188406","93","504","0.088832","0.233480","56528","56406.167401","141200"
"06001402000","06001402000","0","100.00","06","93","CA","001","06001","4020","","4","9","0.00000000","0.00000000","0.000000","0.000000","0.000000","1.00000000","0.00000000","0","48","0.00000000","0.00000000","18750","51434.000000","0","0.080000","0.000000","0.080000","0.560000","0.000000","0.280000","0.000000","0","7","0.000000","0.000000","61250","52200.000000","137500"
"06001402100","06001402100","4","100.00","06","93","CA","001","06001","4021","","4","9","0.01082145","0.88489916","0.000492","0.067880","0.000000","0.03590753","0.72167488","45","955","0.25000000","0.58848921","12835","14649.053237","166152","0.000000","0.829094","0.000000","0.157393","0.000000","0.013514","0.732456","50","707","0.254335","0.484190","12500","21712.845850","170800"
"06001402200","06001402200","4","100.00","06","93","CA","001","06001","4022","","4","9","0.03615702","0.76136364","0.004132","0.092975","0.000000","0.10537190","0.70588235","45","581","0.16602317","0.48895028","8935","14764.060773","42573","0.054907","0.634930","0.000000","0.060748","0.002921","0.246495","0.560000","118","871","0.257871","0.413333","28341","30638.476190","133900"
"06001402300","06001402300","4","100.00","06","93","CA","001","06001","4023","","4","9","0.03134328","0.83432836","0.001493","0.049254","0.000000","0.08208955","0.60674157","57","455","0.20416667","0.33579336","43457","22397.605166","150476","0.062954","0.888620","0.000000","0.029056","0.000000","0.019370","0.533333","98","325","0.090090","0.075581","48438","47360.465116","181800"
"06001402400","06001402400","0","100.00","06","93","CA","001","06001","4024","","4","9","0.02202202","0.92592593","0.000000","0.038038","0.000000","0.01401401","0.65937500","131","1238","0.13043478","0.42062572","21094","21992.032445","148200","0.009132","0.797945","0.001142","0.128615","0.000000","0.063166","0.628726","230","1626","0.132948","0.455159","24764","30423.818708","184700"
"06001402500","06001402500","0","100.00","06","93","CA","001","06001","4025","","4","9","0.03128911","0.88944514","0.000000","0.034209","0.000000","0.04505632","0.86481481","48","1006","0.30703013","0.57038835","8069","14188.372573","115800","0.066077","0.692625","0.000000","0.110324","0.012979","0.117994","0.510121","96","874","0.178899","0.390863","20040","27409.137056","171000"
"06001402600","06001402600","0","100.00","06","93","CA","001","06001","4026","","4","9","0.01955990","0.56316218","0.000000","0.375713","0.000000","0.04156479","0.54867257","66","939","0.11297071","0.43974961","22813","16852.436620","155600","0.053723","0.417531","0.000000","0.444863","0.006598","0.077286","0.384000","101","843","0.067500","0.362264","26635","25833.584906","181700"
"06001402700","06001402700","0","100.00","06","93","CA","001","06001","4027","","4","9","0.07692308","0.63509218","0.010807","0.157025","0.000000","0.12015257","0.58823529","203","954","0.12816189","0.36651584","20606","19309.571644","95500","0.026892","0.695717","0.001992","0.053785","0.002490","0.219124","0.476489","122","1089","0.117160","0.262519","30689","36825.796662","156900"
"06001402800","06001402800","0","100.00","06","93","CA","001","06001","4028","","4","9","0.14893617","0.58687943","0.000000","0.141844","0.000000","0.12234043","0.26153846","81","990","0.24489796","0.42204301","15329","12042.110215","0","0.203435","0.538379","0.013956","0.170156","0.004831","0.069243","0.701493","201","1631","0.095890","0.400000","20956","23027.213115","75000"
"06001402900","06001402900","0","100.00","06","93","CA","001","06001","4029","","4","9","0.23535062","0.25744476","0.005764","0.427474","0.003842","0.07012488","0.22950820","133","845","0.13097713","0.31940299","17500","23161.855224","0","0.236677","0.308777","0.006270","0.345611","0.000000","0.102665","0.770833","300","1030","0.061469","0.179661","25313","25451.525424","0"
"06001403000","06001403000","0","100.00","06","93","CA","001","06001","4030","","4","9","0.10267229","0.06938584","0.005626","0.783872","0.006564","0.03187998","0.17857143","219","1771","0.04156171","0.41004566","14647","20261.707763","135400","0.019216","0.033820","0.000000","0.930054","0.000000","0.016910","0.153374","326","2226","0.088861","0.354257","24009","24739.610390","187500"
"06001403100","06001403100","0","100.00","06","93","CA","001","06001","4031","","4","9","0.20502749","0.46425766","0.000000","0.215240","0.003142","0.11233307","0.14705882","63","971","0.26351351","0.50224215","11500","13257.726457","162500","0.157518","0.305489","0.000000","0.365752","0.000000","0.171241","0.122807","203","1410","0.172277","0.142570","19000","31269.076305","245300"
"06001403200","06001403200","0","100.00","06","93","CA","001","06001","4032","","4","9","0.00000000","0.00000000","0.000000","0.000000","0.000000","0.00000000","0.00000000","0","0","0.00000000","0.00000000","0","0.000000","0","0.507246","0.000000","0.072464","0.304348","0.000000","0.115942","0.000000","21","64","0.000000","0.000000","113296","110879.411765","225000"
"06001403300","06001403300","4","100.00","06","93","CA","001","06001","4033","","4","9","0.10317848","0.05525672","0.000000","0.821027","0.000000","0.02053790","0.12878788","171","1448","0.12721146","0.11988304","23281","30845.662281","140300","0.067719","0.090154","0.002493","0.793934","0.002493","0.043207","0.239496","301","1737","0.066260","0.235294","27750","38026.797386","222300"
"06001403400","06001403400","4","100.00","06","93","CA","001","06001","4034","","4","9","0.38253415","0.37128315","0.010983","0.179480","0.002143","0.05357621","0.37762238","802","3103","0.06071757","0.13683404","27054","33634.592947","0","0.355586","0.335172","0.000000","0.246069","0.007172","0.056000","0.242857","1187","2958","0.041708","0.114465","38239","37136.016771","187500"
"06001403500","06001403500","4","100.00","06","93","CA","001","06001","4035","","4","9","0.37903095","0.42764544","0.004537","0.125263","0.003241","0.06028196","0.51102941","1459","4812","0.05713489","0.17249091","26756","26001.543472","150300","0.334684","0.394515","0.002649","0.174821","0.001246","0.092085","0.652778","1999","4947","0.063683","0.105575","32182","38942.768651","261100"
"06001403600","06001403600","4","100.00","06","93","CA","001","06001","4036","","4","9","0.39572632","0.44524348","0.005753","0.104582","0.000000","0.04869529","0.49681529","1556","3691","0.08279471","0.05819125","32346","33980.218310","258300","0.351364","0.447500","0.001364","0.122045","0.007727","0.070000","0.358974","1651","3461","0.062500","0.039162","55469","49576.502520","307200"
"06001403700","06001403700","4","100.00","06","93","CA","001","06001","4037","","4","9","0.58243141","0.28391644","0.017116","0.072993","0.000000","0.04354392","0.48666667","1649","3384","0.06794626","0.04291045","40913","33886.033209","225000","0.504729","0.295142","0.000430","0.111350","0.006449","0.081900","0.492593","2329","3960","0.050562","0.042656","59274","49324.118024","342900"
"06001403800","06001403800","0","100.00","06","93","CA","001","06001","4038","","4","9","0.63791631","0.17477939","0.004839","0.133789","0.000000","0.04867635","0.20983607","1660","2894","0.04447215","0.02375810","49868","44956.752700","277600","0.595714","0.183029","0.002317","0.139589","0.011295","0.068057","0.216867","1820","2819","0.045200","0.050211","66429","71701.427061","385500"
"06001403900","06001403900","4","100.00","06","93","CA","001","06001","4039","","4","9","0.58746130","0.29772962","0.000000","0.062436","0.002322","0.05005160","0.43979058","1196","2972","0.05154265","0.07695831","42101","37768.574897","239500","0.511861","0.272008","0.008698","0.119926","0.006589","0.080917","0.416000","1698","3055","0.047531","0.051282","44300","55603.525641","291800"
"06001404000","06001404000","0","100.00","06","93","CA","001","06001","4040","","4","9","0.66517857","0.13281250","0.007068","0.140253","0.002604","0.05208333","0.30434783","1183","2305","0.05687465","0.04872107","45880","35087.228380","238700","0.599653","0.194454","0.005199","0.118198","0.007626","0.074870","0.423256","1522","2435","0.036479","0.051744","52340","58014.060742","345500"
"06001404100","06001404100","4","100.00","06","93","CA","001","06001","4041","","4","9","0.77129961","0.07052849","0.007899","0.078992","0.003385","0.06770735","0.42950820","2207","4305","0.03644860","0.05724838","38300","32923.333949","219172","0.734682","0.096871","0.000000","0.105303","0.004684","0.058460","0.282609","2784","4519","0.041630","0.057635","68125","51914.616756","350400"
"06001404200","06001404200","4","100.00","06","93","CA","001","06001","4042","","4","9","0.90187218","0.01678502","0.000646","0.053583","0.000323","0.02711427","0.14327485","1429","2396","0.01945289","0.02155172","70374","63292.953305","349028","0.823363","0.037783","0.004408","0.093514","0.005038","0.035894","0.057935","1745","2428","0.019321","0.021481","113640","118287.037037","499300"
"06001404300","06001404300","0","100.00","06","93","CA","001","06001","4043","","4","9","0.86129132","0.04664813","0.000927","0.063021","0.002780","0.02533210","0.08791209","1558","2430","0.02780693","0.03431022","74018","84800.002144","369400","0.801878","0.056653","0.005827","0.085788","0.004532","0.045322","0.161290","1814","2395","0.018574","0.023610","116188","136775.780655","686600"
"06001404400","06001404400","4","100.00","06","93","CA","001","06001","4044","","4","9","0.81574838","0.05063573","0.008476","0.089226","0.000000","0.03613652","0.14354067","2120","3494","0.02882883","0.01856375","68944","71945.780166","314194","0.766759","0.052990","0.001702","0.128964","0.007661","0.041924","0.101449","2621","3604","0.008904","0.019002","117122","123455.296912","500900"
"06001404501","06001404501","4","100.00","06","93","CA","001","06001","4045","01","4","9","0.91460396","0.02908416","0.000000","0.047030","0.000000","0.00928218","0.03296703","759","1197","0.02056555","0.01088647","88285","116887.684292","417300","0.791017","0.070493","0.000000","0.095446","0.004367","0.038677","0.119318","958","1238","0.006652","0.000000","145285","148067.786260","559300"
"06001404502","06001404502","4","100.00","06","93","CA","001","06001","4045","02","4","9","0.80962423","0.05598160","0.000000","0.097009","0.000000","0.03738497","0.11460259","2888","4100","0.00506555","0.01541950","80186","83188.439456","329800","0.742360","0.071180","0.000000","0.127722","0.009332","0.049405","0.137124","3245","4312","0.014170","0.006711","110236","120261.619128","438800"
"06001404600","06001404600","4","100.00","06","93","CA","001","06001","4046","","4","9","0.86113813","0.04523346","0.001459","0.079523","0.000000","0.01264591","0.16007905","2137","3146","0.02549247","0.01535735","81632","91040.043119","365900","0.776536","0.054702","0.003026","0.124534","0.004190","0.037011","0.089397","2381","3346","0.015187","0.026361","129563","139176.561605","449500"
"06001404700","06001404700","0","100.00","06","93","CA","001","06001","4047","","4","9","0.77446809","0.13563830","0.000000","0.037234","0.002128","0.05053191","0.14953271","903","1442","0.01768173","0.00527704","74865","78623.072559","325800","0.751975","0.099526","0.005266","0.068984","0.002633","0.071617","0.123333","1032","1399","0.004660","0.022535","120223","142540.985915","431300"
"06001404800","06001404800","4","100.00","06","93","CA","001","06001","4048","","4","9","0.60672337","0.15390846","0.010126","0.146213","0.012151","0.07087890","0.31306991","878","1893","0.04005722","0.08785530","43392","41978.211025","217810","0.471044","0.271118","0.002951","0.193287","0.000000","0.061601","0.265455","998","2042","0.053757","0.059985","65403","65414.274867","336500"
"06001404900","06001404900","4","100.00","06","93","CA","001","06001","4049","","4","9","0.61580381","0.10831063","0.001817","0.206176","0.002044","0.06584923","0.21992481","1409","3303","0.03592073","0.09881210","50333","46139.781317","252390","0.570478","0.116621","0.001837","0.234160","0.002984","0.073921","0.195506","1772","3314","0.024932","0.055271","76891","71747.543501","308500"
"06001405000","06001405000","0","100.00","06","93","CA","001","06001","4050","","4","9","0.66227658","0.14581373","0.003136","0.126685","0.010975","0.05111320","0.31172840","1160","2491","0.03099174","0.06966146","53306","48302.852214","286800","0.648564","0.142322","0.000000","0.141074","0.002497","0.065543","0.187166","1529","2577","0.025185","0.071520","92069","87904.214559","372400"
"06001405100","06001405100","0","100.00","06","93","CA","001","06001","4051","","4","9","0.67862894","0.20059811","0.004371","0.092478","0.004141","0.01978376","0.13715278","1998","3069","0.02535211","0.01923077","80012","86157.560897","361100","0.677241","0.181927","0.003845","0.095890","0.000000","0.041096","0.068841","2050","3062","0.027551","0.023839","118742","132969.573400","532000"
"06001405200","06001405200","4","100.00","06","93","CA","001","06001","4052","","4","9","0.39746732","0.20772059","0.000000","0.331495","0.002655","0.06066176","0.38571429","1581","3703","0.04104831","0.07195724","38750","36188.442434","232100","0.338209","0.213584","0.004809","0.372871","0.000000","0.070527","0.260090","1863","3917","0.017910","0.050542","64943","65731.407942","288200"
"06001405300","06001405300","4","100.00","06","93","CA","001","06001","4053","","4","9","0.31237434","0.29921404","0.004204","0.307805","0.002559","0.07384390","0.30888889","1241","4153","0.08222644","0.20000000","32356","26953.765232","255700","0.307811","0.288626","0.002227","0.273553","0.000000","0.127783","0.172340","1635","4688","0.032979","0.143969","40823","48171.044099","291000"
"06001405400","06001405400","4","100.00","06","93","CA","001","06001","4054","","4","9","0.09349853","0.33797420","0.006387","0.378081","0.005876","0.17818368","0.46475196","460","4359","0.13251246","0.27748494","19976","25740.267319","136900","0.086744","0.261902","0.002744","0.415344","0.005250","0.228016","0.448622","745","5041","0.079536","0.276058","27753","34864.176450","168700"
"06001405500","06001405500","0","100.00","06","93","CA","001","06001","4055","","4","9","0.14872173","0.32866273","0.002704","0.439036","0.003196","0.07767945","0.34024180","500","2515","0.08489526","0.20613742","24383","26796.089393","149300","0.116711","0.247649","0.001929","0.508319","0.004340","0.121051","0.413858","608","2708","0.088307","0.165486","36439","42627.945911","170900"
"06001405600","06001405600","0","100.00","06","93","CA","001","06001","4056","","4","9","0.18268156","0.36899441","0.004749","0.396369","0.004469","0.04273743","0.38853503","535","2296","0.05214900","0.21690352","28601","32295.074046","143800","0.166577","0.295126","0.000000","0.404928","0.000000","0.133369","0.374165","819","2425","0.088113","0.177364","34583","48782.056591","186400"
"06001405700","06001405700","0","100.00","06","93","CA","001","06001","4057","","4","9","0.12390671","0.50524781","0.005831","0.230321","0.000000","0.13469388","0.53515625","320","2090","0.11236660","0.20093095","23455","25658.322731","118000","0.096353","0.405909","0.001065","0.323396","0.000000","0.173277","0.380567","312","2336","0.072695","0.235294","37177","38233.655994","158500"
"06001405800","06001405800","4","100.00","06","93","CA","001","06001","4058","","4","9","0.05610329","0.42746479","0.002347","0.375117","0.003521","0.13544601","0.44011976","153","2275","0.16745283","0.32623509","21283","26723.409710","111500","0.039983","0.298932","0.002303","0.449027","0.004815","0.204940","0.458399","256","2602","0.061611","0.283774","33873","43438.641509","158200"
"06001405900","06001405900","4","100.00","06","93","CA","001","06001","4059","","4","9","0.07855311","0.27804022","0.003239","0.372250","0.007558","0.26035902","0.42472266","218","3805","0.15972963","0.30457114","22678","26902.188495","111300","0.046936","0.185970","0.000254","0.427502","0.005201","0.334137","0.295814","322","4250","0.121902","0.299559","28423","37516.544298","140600"
"06001406000","06001406000","4","100.00","06","93","CA","001","06001","4060","","4","9","0.08285164","0.24084778","0.013809","0.397881","0.000000","0.26461143","0.38082902","157","1820","0.13870246","0.31344697","22976","24642.515152","100000","0.116553","0.118741","0.001915","0.455540","0.000000","0.307250","0.330556","394","2392","0.070099","0.238059","31625","45222.441243","144900"
"06001406100","06001406100","4","100.00","06","93","CA","001","06001","4061","","4","9","0.16759613","0.08335779","0.018198","0.096272","0.005283","0.62929263","0.23647295","223","1869","0.15130324","0.13980790","26843","29305.918890","74100","0.121832","0.127412","0.003255","0.107649","0.001628","0.638224","0.293033","307","2542","0.091954","0.135792","36327","41135.624476","130800"
"06001406201","06001406201","3","100.00","06","93","CA","001","06001","4062","01","4","9","0.05718299","0.27427769","0.005819","0.226926","0.003010","0.43258427","0.42291951","184","2534","0.14103246","0.31925926","9084","23117.860000","58179","0.042399","0.167356","0.003102","0.270252","0.000000","0.516891","0.237557","167","3021","0.167355","0.363766","25579","36963.623395","113700"
"06001406202","06001406202","3","100.00","06","93","CA","001","06001","4062","02","4","9","0.05727186","0.27423954","0.005941","0.226949","0.003089","0.43274715","0.42164782","155","2140","0.14051670","0.31929825","7669","23114.011404","49121","0.058812","0.132573","0.004721","0.150865","0.000000","0.653029","0.256991","274","2762","0.108696","0.211245","34013","46859.116466","153500"
"06001406300","06001406300","0","100.00","06","93","CA","001","06001","4063","","4","9","0.09106239","0.45081506","0.003935","0.221754","0.000000","0.23243395","0.44359465","256","2088","0.08519004","0.21440972","25417","28577.414931","126900","0.058050","0.325397","0.001361","0.273696","0.010431","0.331066","0.452421","191","2370","0.121290","0.261885","32586","37214.428691","160800"
"06001406400","06001406400","0","100.00","06","93","CA","001","06001","4064","","4","9","0.33347998","0.33040035","0.016278","0.211615","0.006159","0.10206775","0.41355932","359","1533","0.13882863","0.14826498","37279","38259.712934","160200","0.267755","0.382444","0.000000","0.246581","0.000000","0.103220","0.306452","437","1535","0.141570","0.187786","49737","57378.320611","195300"
"06001406500","06001406500","0","100.00","06","93","CA","001","06001","4065","","4","9","0.16046305","0.33624221","0.005343","0.224577","0.000534","0.27284061","0.40196078","553","3248","0.11549769","0.20242692","27033","30885.061776","121600","0.087672","0.272756","0.004152","0.240179","0.000000","0.395241","0.350557","520","3546","0.138310","0.222576","34246","42912.877583","157200"
"06001406600","06001406600","0","100.00","06","93","CA","001","06001","4066","","4","9","0.20344726","0.37109605","0.008103","0.285209","0.004125","0.12802004","0.43715342","765","4147","0.10395137","0.14468261","29429","32370.755565","147700","0.123254","0.351057","0.001666","0.314029","0.000000","0.209994","0.388164","878","4723","0.090241","0.172863","36696","42599.616711","175000"
"06001406700","06001406700","4","100.00","06","93","CA","001","06001","4067","","4","9","0.58964916","0.11494476","0.010855","0.217484","0.002132","0.06493506","0.21286371","1409","3655","0.03602355","0.07001449","49732","51090.090295","237341","0.519525","0.141845","0.000000","0.243300","0.000000","0.095329","0.305842","1638","3898","0.037430","0.081822","71282","73330.125523","285700"
"06001406800","06001406800","4","100.00","06","93","CA","001","06001","4068","","4","9","0.50131540","0.16135633","0.001462","0.254896","0.000000","0.08097048","0.18333333","749","2399","0.04598930","0.05581040","41292","45708.383792","210959","0.366657","0.176128","0.008862","0.341734","0.001385","0.105234","0.306167","929","2544","0.065742","0.086384","58929","70043.923865","259400"
"06001406900","06001406900","0","100.00","06","93","CA","001","06001","4069","","4","9","0.50545977","0.21839080","0.000000","0.206034","0.001149","0.06896552","0.35665914","883","2455","0.06117909","0.09791217","39659","43351.858891","226300","0.394858","0.251150","0.015426","0.242490","0.005142","0.090934","0.282427","1063","2588","0.043500","0.079038","57589","73745.635739","277600"
"06001407000","06001407000","0","100.00","06","93","CA","001","06001","4070","","4","9","0.20231788","0.27301325","0.004305","0.249172","0.000000","0.27119205","0.40777667","481","3798","0.10635924","0.17152256","26212","29568.471805","122100","0.128683","0.268641","0.000000","0.307727","0.005863","0.289086","0.340934","655","3971","0.118679","0.134902","37281","45128.132501","150600"
"06001407100","06001407100","0","100.00","06","93","CA","001","06001","4071","","4","9","0.14145174","0.32611008","0.010237","0.160463","0.001196","0.36054241","0.35304823","608","4258","0.12221604","0.19567063","30525","30578.255518","122200","0.078916","0.253820","0.001671","0.195320","0.008715","0.461557","0.323358","578","4750","0.145645","0.209332","42188","48738.484589","161100"
"06001407200","06001407200","0","100.00","06","93","CA","001","06001","4072","","4","9","0.12062992","0.14125984","0.009764","0.132126","0.004409","0.59181102","0.36241611","322","3477","0.10126582","0.16129032","23007","28795.533724","114900","0.077117","0.086371","0.004347","0.124790","0.002524","0.704851","0.343313","325","3993","0.100561","0.205698","29982","41032.820513","144800"
"06001407300","06001407300","4","100.00","06","93","CA","001","06001","4073","","4","9","0.17530089","0.28100471","0.000000","0.116693","0.000000","0.42700157","0.33892617","81","1186","0.12790698","0.22650231","27396","25758.844376","89800","0.146100","0.158894","0.057367","0.099051","0.000000","0.538589","0.235110","168","1435","0.110899","0.185393","28913","36777.808989","114200"
"06001407400","06001407400","0","100.00","06","93","CA","001","06001","4074","","4","9","0.05192308","0.46098901","0.000000","0.101648","0.002747","0.38269231","0.35640138","104","1929","0.13035144","0.21695533","24700","26750.409298","91700","0.042098","0.300457","0.013471","0.107529","0.000000","0.536445","0.292259","160","2259","0.169713","0.243123","33073","42367.346939","130700"
"06001407500","06001407500","0","100.00","06","93","CA","001","06001","4075","","4","9","0.06243442","0.56951731","0.002361","0.127754","0.005771","0.23216159","0.49223602","139","2076","0.11949216","0.28816467","22870","26375.677530","96200","0.026208","0.401322","0.000000","0.079991","0.000000","0.492479","0.441600","145","2239","0.163997","0.200479","26193","36767.971246","140100"
"06001407600","06001407600","0","100.00","06","93","CA","001","06001","4076","","4","9","0.12497984","0.54217062","0.013385","0.101597","0.001129","0.21673924","0.49173554","581","3597","0.13661379","0.18347743","29306","33250.747839","125800","0.113972","0.444623","0.000000","0.156986","0.000000","0.284418","0.485714","767","4087","0.124911","0.198198","35886","44915.855856","165200"
"06001407700","06001407700","0","100.00","06","93","CA","001","06001","4077","","4","9","0.18468280","0.64670284","0.001878","0.053005","0.002087","0.11164441","0.37629630","800","3156","0.07680127","0.08552632","40175","39229.330044","156100","0.168732","0.645358","0.005219","0.069145","0.001087","0.110459","0.430605","849","3132","0.084327","0.090034","51832","57601.981880","206600"
"06001407800","06001407800","0","100.00","06","93","CA","001","06001","4078","","4","9","0.38196393","0.47895792","0.005611","0.102605","0.000000","0.03086172","0.35135135","434","1322","0.03252595","0.08531469","46346","44187.194406","164500","0.279060","0.515812","0.009829","0.063675","0.004701","0.126923","0.436426","405","1291","0.076923","0.080902","55066","54849.867374","218600"
"06001407900","06001407900","0","100.00","06","93","CA","001","06001","4079","","4","9","0.51888736","0.24381868","0.000000","0.167239","0.008585","0.06146978","0.26462396","706","2066","0.07646671","0.07811081","43333","46564.595822","206800","0.445364","0.290589","0.003447","0.190969","0.001724","0.067908","0.375000","956","2180","0.054810","0.053368","80706","70566.666667","263300"
