"AREAKEY","GEO2000","TCH70_00","PCTCOV70","STATECD","STATECE","STUSAB","COUNCD","UCOUNTY","TRCTCD1","TRCTCD2","REGION","DIVIS","SHRNHW9","SHRNHB9","SHRNHI9","SHRNHA9","SHRNHO9","SHRHSP9","FFH9","EDUC169","EDUCPP9","UNEMPRT9","WELFARE9","MDFAMY9","AVHHIN9","MDVALHS9","SHRNHW0","SHRNHB0","SHRNHI0","SHRNHA0","SHRNHO0","SHRHSP0","FFH0","EDUC160","EDUCPP0","UNEMPRT0","WELFARE0","MDFAMY0","AVHHIN0","MDVALHS0"
"06067009502","06067009502","4","100.00","06","93","CA","067","06067","0095","02","4","9","0.73487903","0.00252016","0.006804","0.011593","0.000504","0.24369960","0.22557726","255","2443","0.10665945","0.14208075","14441","36674.767081","45825","0.663013","0.012860","0.001023","0.029811","0.000000","0.293292","0.105966","608","4095","0.096535","0.082375","51222","55095.977011","143000"
"06067009503","06067009503","4","100.00","06","93","CA","067","06067","0095","03","4","9","0.73473918","0.00221976","0.006659","0.011839","0.000740","0.24380318","0.22715405","174","1664","0.10651828","0.14253136","9836","36686.420753","31212","0.608389","0.010567","0.001601","0.037464","0.000000","0.341979","0.376263","134","2075","0.149612","0.210963","38935","39647.176080","117000"
"06067009504","06067009504","4","100.00","06","93","CA","067","06067","0095","04","4","9","0.73509527","0.00245851","0.006761","0.011678","0.000615","0.24339275","0.22510823","105","1002","0.10686016","0.14204545","5922","36687.393939","18792","0.612695","0.019365","0.012910","0.049489","0.000000","0.305541","0.302083","78","1049","0.140312","0.159851","32917","44441.078067","120000"
"06067009601","06067009601","4","100.00","06","93","CA","067","06067","0096","01","4","9","0.36137954","0.19976674","0.005998","0.261746","0.000000","0.17110963","0.24948240","756","3155","0.07839127","0.12209649","42212","43056.817749","120100","0.160152","0.285298","0.002188","0.375729","0.001313","0.175321","0.262245","476","3708","0.084513","0.246303","47109","51148.919226","106800"
"06067009604","06067009604","4","100.00","06","93","CA","067","06067","0096","04","4","9","0.66897881","0.16763006","0.008478","0.010405","0.001927","0.14258189","0.08920188","146","1683","0.04809287","0.08089888","42829","43708.743820","130900","0.545061","0.140282","0.006148","0.136510","0.005449","0.166550","0.131658","1597","4721","0.050551","0.037229","77851","76966.776626","193700"
"06067009605","06067009605","4","100.00","06","93","CA","067","06067","0096","05","4","9","0.54833040","0.00000000","0.021090","0.040422","0.000000","0.39015817","0.40506329","50","404","0.10769231","0.04562738","25375","35694.927757","84200","0.578158","0.000000","0.000000","0.077088","0.000000","0.344754","0.122449","66","314","0.100000","0.122066","53214","52300.938967","127100"
"06067009606","06067009606","4","100.00","06","93","CA","067","06067","0096","06","4","9","0.47390355","0.23774558","0.006350","0.105775","0.004366","0.17166104","0.33408834","502","2830","0.07872504","0.11698538","14701","34553.485377","42766","0.233256","0.301732","0.009412","0.197381","0.001091","0.257127","0.336652","488","3914","0.101354","0.156104","36344","40006.848150","112500"
"06067009607","06067009607","4","100.00","06","93","CA","067","06067","0096","07","4","9","0.47399456","0.23782885","0.006501","0.105685","0.004385","0.17175688","0.33506045","659","3714","0.07843137","0.11701672","19297","34564.493356","56134","0.185449","0.280789","0.003923","0.264028","0.008559","0.257252","0.296832","445","4311","0.075320","0.172345","37367","39073.106212","99100"
"06067009608","06067009608","4","100.00","06","93","CA","067","06067","0096","08","4","9","0.62797619","0.10416667","0.002976","0.142857","0.000000","0.11904762","0.13559322","71","204","0.05882353","0.03571429","1048","53059.508929","3171","0.329211","0.278283","0.009458","0.253547","0.000000","0.129502","0.352941","385","1685","0.083276","0.158664","50547","56624.530271","143500"
"06067009609","06067009609","4","100.00","06","93","CA","067","06067","0096","09","4","9","0.62735849","0.10377358","0.004717","0.141509","0.000000","0.11792453","0.13513514","45","129","0.05932203","0.04285714","662","53626.714286","2003","0.255998","0.244772","0.002421","0.325776","0.010786","0.160247","0.152589","607","2643","0.047255","0.101417","50033","53553.691275","137900"
"06067009610","06067009610","4","100.00","06","93","CA","067","06067","0096","10","4","9","0.62813707","0.10569498","0.004102","0.142616","0.001207","0.11848456","0.13461538","879","2515","0.05683297","0.03921569","12944","53301.976035","39169","0.244826","0.236965","0.006578","0.313332","0.008503","0.189796","0.266921","464","3332","0.056132","0.176010","48552","51433.694997","111200"
"06067009611","06067009611","4","100.00","06","93","CA","067","06067","0096","11","4","9","0.00000000","0.00000000","0.000000","0.000000","0.000000","0.00000000","0.00000000","0","0","0.00000000","0.00000000","0","0.000000","0","0.532016","0.091621","0.002044","0.186649","0.000000","0.187670","0.223529","573","1641","0.026279","0.034188","67153","67422.329060","152200"
"06067009612","06067009612","4","100.00","06","93","CA","067","06067","0096","12","4","9","0.62821650","0.10559006","0.004437","0.142857","0.000887","0.11801242","0.13636364","239","684","0.05741627","0.04000000","3519","53216.400000","10650","0.525690","0.101746","0.000253","0.202227","0.002531","0.167553","0.104037","1075","2532","0.017058","0.000000","73972","78641.863905","164900"
"06067009613","06067009613","4","100.00","06","93","CA","067","06067","0096","13","4","9","0.00000000","0.00000000","0.000000","0.000000","0.000000","0.00000000","0.00000000","0","0","0.00000000","0.00000000","0","0.000000","0","0.404865","0.166811","0.073849","0.232841","0.000000","0.121633","0.243802","206","626","0.070652","0.163077","63917","66206.153846","163400"
"06067009614","06067009614","4","100.00","06","93","CA","067","06067","0096","14","4","9","0.62792091","0.10545237","0.004194","0.142600","0.001198","0.11863391","0.13651877","354","1013","0.05711207","0.03963964","5214","53266.972973","15777","0.441491","0.156515","0.003876","0.266888","0.000000","0.131229","0.142857","1218","3312","0.041931","0.033485","62500","66164.188422","155900"
"06067009615","06067009615","4","100.00","06","93","CA","067","06067","0096","15","4","9","0.62800000","0.10564706","0.004118","0.142706","0.001059","0.11847059","0.13520750","1804","5159","0.05668359","0.03929204","26550","53289.110088","80338","0.502527","0.115330","0.004147","0.224051","0.004535","0.149410","0.165916","1760","4734","0.032658","0.038598","71145","76089.877905","156500"
"06067009616","06067009616","0","100.00","06","93","CA","067","06067","0096","16","4","9","0.00000000","0.00000000","0.000000","0.000000","0.000000","0.00000000","0.00000000","0","0","0.00000000","0.00000000","0","0.000000","0","0.678571","0.077531","0.004666","0.110912","0.006281","0.122039","0.175962","1361","3411","0.026681","0.049409","69167","76074.221267","151200"
"06067009617","06067009617","4","100.00","06","93","CA","067","06067","0096","17","4","9","0.00000000","0.00000000","0.000000","0.000000","0.000000","0.00000000","0.00000000","0","0","0.00000000","0.00000000","0","0.000000","0","0.622833","0.083489","0.000000","0.183516","0.002134","0.108029","0.105016","1165","2303","0.034719","0.028432","90124","98370.999188","231800"
"06067009618","06067009618","4","100.00","06","93","CA","067","06067","0096","18","4","9","0.62974684","0.10443038","0.003165","0.142405","0.000000","0.11708861","0.14285714","67","192","0.05681818","0.03809524","988","53379.209524","2991","0.432393","0.139835","0.000000","0.286235","0.000000","0.141537","0.263780","924","2433","0.039179","0.060383","67596","74429.602356","162200"
"06067009619","06067009619","4","100.00","06","93","CA","067","06067","0096","19","4","9","0.00000000","0.00000000","0.000000","0.000000","0.000000","0.00000000","0.00000000","0","0","0.00000000","0.00000000","0","0.000000","0","0.488540","0.109365","0.001310","0.261515","0.003493","0.135778","0.109843","1458","3047","0.045675","0.045844","80768","83104.889976","181500"
"06067009700","06067009700","4","100.00","06","93","CA","067","06067","0097","","4","9","0.55898367","0.00290381","0.004356","0.095826","0.000000","0.33793103","0.24928367","286","1847","0.04012346","0.08773679","32500","37328.611167","106700","0.476174","0.002072","0.007251","0.085635","0.011395","0.417472","0.135359","258","1828","0.101615","0.053571","43508","51036.011905","179200"
"06067009800","06067009800","4","100.00","06","93","CA","067","06067","0098","","4","9","0.70790698","0.00279070","0.015349","0.074884","0.001395","0.19767442","0.17511521","166","1598","0.07261029","0.07751092","38295","37989.477074","87500","0.699069","0.006722","0.017063","0.078594","0.000517","0.198035","0.160804","172","1476","0.102709","0.115600","49063","50214.029181","134100"
"06069000100","06069000100","9","0.00","06","93","CA","069","06069","0001","","4","9","0.55967776","0.00000000","0.008692","0.007844","0.002332","0.42145431","0.13538462","325","2717","0.05395683","0.06463878","52847","55887.673004","327300","0.514157","0.001172","0.003320","0.037883","0.000000","0.443468","0.121469","483","3078","0.063171","0.081591","61830","75486.378962","444200"
"06069000200","06069000200","9","0.00","06","93","CA","069","06069","0002","","4","9","0.61953728","0.00533913","0.012458","0.029662","0.003559","0.32944433","0.16690240","647","3246","0.04962406","0.06321493","39191","45393.477423","230000","0.594813","0.012139","0.006989","0.015634","0.004966","0.365459","0.145058","749","3563","0.045841","0.085588","60893","66949.861955","288700"
"06069000300","06069000300","9","0.00","06","93","CA","069","06069","0003","","4","9","0.16839080","0.00000000","0.000000","0.005172","0.000000","0.82643678","0.21001616","101","1727","0.20230164","0.12891566","30504","32742.669880","145600","0.119124","0.000246","0.003200","0.001969","0.000000","0.875461","0.235955","101","2137","0.134755","0.182522","51029","53445.243363","203300"
"06069000400","06069000400","9","0.00","06","93","CA","069","06069","0004","","4","9","0.35048931","0.00326205","0.003443","0.003987","0.002718","0.63610004","0.21850900","340","3238","0.12021236","0.11293055","31862","33510.082439","158300","0.303818","0.007218","0.001925","0.025024","0.000000","0.662015","0.267591","376","3510","0.082474","0.126893","46106","52401.253264","228700"
"06069000500","06069000500","9","0.00","06","93","CA","069","06069","0005","","4","9","0.44399047","0.00102145","0.009363","0.033367","0.000000","0.51225741","0.13225500","364","3224","0.07867495","0.07058824","40526","40065.562941","203700","0.461667","0.029090","0.006396","0.031192","0.003943","0.467712","0.160227","1084","6351","0.069080","0.064669","61697","68972.397476","273100"
"06069000600","06069000600","9","0.00","06","93","CA","069","06069","0006","","4","9","0.62452365","0.00381080","0.002017","0.020399","0.000000","0.34924905","0.17812062","450","2503","0.06921444","0.06415929","42929","45565.601770","216800","0.566671","0.007923","0.000000","0.060830","0.003223","0.361354","0.179209","940","4559","0.040796","0.055652","67849","71398.913043","297500"
"06069000700","06069000700","9","0.00","06","93","CA","069","06069","0007","","4","9","0.53432334","0.01120762","0.007565","0.022135","0.003082","0.42168675","0.27692308","318","2309","0.09168081","0.07822878","32429","37214.515867","183300","0.380035","0.014048","0.008951","0.028593","0.006340","0.562034","0.178986","637","4366","0.077504","0.092784","56375","69695.489691","276900"
"06069000800","06069000800","9","0.00","06","93","CA","069","06069","0008","","4","9","0.83138523","0.00497389","0.020144","0.011937","0.000000","0.13155931","0.12471655","607","2941","0.06587137","0.06957708","51590","61644.340382","294100","0.768219","0.006393","0.008037","0.018630","0.000000","0.198721","0.096296","1001","3837","0.039216","0.044500","77556","84179.950000","405500"
"06071000103","06071000103","4","100.00","06","93","CA","071","06071","0001","03","4","9","0.56264066","0.06226557","0.003751","0.195049","0.001500","0.17554389","0.09442060","294","799","0.02574526","0.02905569","5125","67165.322034","22413","0.402595","0.089977","0.003139","0.278510","0.001883","0.223896","0.161168","1183","3068","0.043478","0.009535","65104","76518.831943","218900"
"06071000104","06071000104","4","100.00","06","93","CA","071","06071","0001","04","4","9","0.56648993","0.06055143","0.004136","0.187275","0.001379","0.18027572","0.09302326","2013","5654","0.02573953","0.03138860","36175","66344.144661","156524","0.343293","0.069512","0.000000","0.358384","0.004878","0.223933","0.087753","1500","3904","0.041937","0.035618","90539","95947.976255","262200"
"06071000105","06071000105","4","100.00","06","93","CA","071","06071","0001","05","4","9","0.56205674","0.06205674","0.003989","0.195035","0.001330","0.17553191","0.09113924","498","1351","0.02562050","0.03008596","8672","67244.839542","37925","0.321739","0.050697","0.006891","0.406891","0.006071","0.207711","0.013915","1679","3580","0.043925","0.035583","92238","104022.822086","272100"
"06071000106","06071000106","4","100.00","06","93","CA","071","06071","0001","06","4","9","0.56171548","0.06171548","0.004184","0.195607","0.001046","0.17573222","0.08982036","211","573","0.02457467","0.03040541","3675","67195.959459","16071","0.398866","0.050213","0.003587","0.368338","0.000000","0.178997","0.046875","3691","7385","0.028337","0.026264","98007","104280.909348","298100"
"06071000107","06071000107","4","100.00","06","93","CA","071","06071","0001","07","4","9","0.56204112","0.06204112","0.004038","0.195301","0.001101","0.17547724","0.09224319","601","1631","0.02519894","0.02965599","10471","67225.157770","45790","0.642369","0.038399","0.002603","0.064758","0.000000","0.251871","0.107784","496","1719","0.037059","0.014019","81431","81119.626168","192200"
"06071000108","06071000108","4","100.00","06","93","CA","071","06071","0001","08","4","9","0.70409906","0.02882152","0.005337","0.056149","0.001708","0.20367208","0.10227273","548","2735","0.04552529","0.02772277","10893","53641.075908","40129","0.517241","0.081014","0.000000","0.176984","0.006232","0.218529","0.113208","1262","2915","0.022719","0.011965","82842","82740.239295","236300"
"06071000109","06071000109","4","100.00","06","93","CA","071","06071","0001","09","4","9","0.70416247","0.02880599","0.005329","0.056172","0.001728","0.20365836","0.10230179","812","4055","0.04540682","0.02760463","16147","53635.538736","59486","0.629071","0.026223","0.013393","0.060341","0.004371","0.266601","0.128275","965","4221","0.034199","0.043771","76204","79666.570467","191200"
"06071000110","06071000110","4","100.00","06","93","CA","071","06071","0001","10","4","9","0.70428672","0.02881237","0.005341","0.056079","0.001827","0.20379480","0.10149750","832","4155","0.04532650","0.02736751","16548","53629.913988","60963","0.388296","0.039685","0.009897","0.098684","0.002402","0.461036","0.174284","1322","5963","0.075493","0.042884","52587","60891.296061","163700"
"06071000111","06071000111","4","100.00","06","93","CA","071","06071","0001","11","4","9","0.70465686","0.02818627","0.004902","0.056373","0.001225","0.20343137","0.10144928","95","477","0.04464286","0.02651515","1898","53625.090909","6991","0.687355","0.028717","0.017601","0.094488","0.000000","0.171839","0.126761","410","1279","0.043324","0.065185","82148","82553.037037","262900"
"06071000112","06071000112","4","100.00","06","93","CA","071","06071","0001","12","4","9","0.70437175","0.02873739","0.005197","0.056252","0.001834","0.20360746","0.10126582","383","1911","0.04568245","0.02741021","7609","53651.014178","28029","0.453215","0.096072","0.002594","0.197424","0.000741","0.249954","0.099094","2628","6564","0.025623","0.028492","87908","92292.443481","242100"
"06071000201","06071000201","4","100.00","06","93","CA","071","06071","0002","01","4","9","0.40890493","0.13405535","0.004573","0.051745","0.001444","0.39927798","0.36221837","311","2358","0.07553004","0.14605873","34306","37086.025502","123000","0.246930","0.091886","0.000000","0.054386","0.000000","0.606798","0.238095","254","2436","0.081854","0.143079","41660","46338.413686","128700"
"06071000202","06071000202","4","100.00","06","93","CA","071","06071","0002","02","4","9","0.53544813","0.05750841","0.010090","0.054739","0.000000","0.34221460","0.18779565","1003","9347","0.06880912","0.10211493","40714","40398.392651","135100","0.294787","0.052132","0.001715","0.073111","0.000000","0.578255","0.175856","968","10429","0.086362","0.113744","51759","52506.613529","135300"
"06071000301","06071000301","3","100.00","06","93","CA","071","06071","0003","01","4","9","0.23445479","0.13472514","0.001352","0.112797","0.001051","0.51562031","0.24519671","163","3188","0.09361851","0.19333697","21907","27306.930093","124300","0.116150","0.068405","0.002142","0.138196","0.000000","0.675107","0.271173","318","4039","0.131829","0.225675","28063","41906.316862","129200"
"06071000303","06071000303","3","100.00","06","93","CA","071","06071","0003","03","4","9","0.54057038","0.05133395","0.010304","0.040846","0.000736","0.35620975","0.18124208","232","3142","0.07659725","0.11286408","20987","41271.779126","77011","0.213120","0.037265","0.001386","0.046196","0.000000","0.702033","0.161041","235","3419","0.067259","0.104824","31868","39962.120310","117000"
"06071000304","06071000304","3","100.00","06","93","CA","071","06071","0003","04","4","9","0.54047065","0.05120248","0.010344","0.040859","0.000776","0.35634859","0.18181818","165","2235","0.07638889","0.11262799","14931","41288.293515","54789","0.295555","0.052362","0.000000","0.084710","0.004654","0.562718","0.210375","275","2508","0.031818","0.154217","38889","49128.112450","142400"
"06071000401","06071000401","4","100.00","06","93","CA","071","06071","0004","01","4","9","0.64896442","0.03115596","0.009028","0.033634","0.004249","0.27296867","0.12179487","437","3462","0.03234501","0.05985169","20799","51066.745233","70679","0.503116","0.012465","0.001714","0.045653","0.009349","0.427703","0.204637","608","3714","0.099537","0.110861","61458","68694.822735","175700"
"06071000402","06071000402","4","100.00","06","93","CA","071","06071","0004","02","4","9","0.64900409","0.03115424","0.009065","0.033580","0.004213","0.27298264","0.12107209","606","4800","0.03256379","0.05958747","28838","51061.313216","97997","0.486103","0.038769","0.001074","0.064416","0.000000","0.409639","0.142455","596","5317","0.061980","0.078336","52979","56128.214905","168400"
"06071000500","06071000500","0","100.00","06","93","CA","071","06071","0005","","4","9","0.57579567","0.04731026","0.004301","0.042348","0.001257","0.32898829","0.18181818","1185","8405","0.05098090","0.06432361","46002","46369.183908","180500","0.392090","0.050148","0.000405","0.083618","0.004459","0.469280","0.166848","1566","9746","0.074113","0.065111","65780","69671.990172","177800"
"06071000601","06071000601","0","100.00","06","93","CA","071","06071","0006","01","4","9","0.59407450","0.04934743","0.011051","0.023816","0.000000","0.32171097","0.23157248","642","6251","0.05470233","0.10291595","41031","41843.820183","160800","0.396155","0.046073","0.003628","0.056775","0.000816","0.496554","0.219720","633","6416","0.066158","0.095323","48635","53050.088810","163400"
"06071000602","06071000602","0","100.00","06","93","CA","071","06071","0006","02","4","9","0.34292596","0.00874746","0.000507","0.001902","0.006085","0.63983266","0.20849725","178","4206","0.10456967","0.14555766","30787","35771.702741","114600","0.180138","0.027555","0.000000","0.017910","0.000918","0.773479","0.218679","303","4661","0.091132","0.159672","41163","46788.458029","128700"
"06071000700","06071000700","0","100.00","06","93","CA","071","06071","0007","","4","9","0.20893675","0.34360688","0.004085","0.019062","0.005694","0.41861617","0.00000000","121","1225","0.00000000","0.00000000","0","0.000000","0","0.283886","0.336641","0.003265","0.020110","0.000914","0.355184","0.000000","254","5693","0.000000","0.000000","101376","94628.571429","0"
"06071000804","06071000804","3","100.00","06","93","CA","071","06071","0008","04","4","9","0.87427598","0.02521295","0.011925","0.055537","0.003407","0.02964225","0.07216495","740","1997","0.01014585","0.02007648","71761","97054.162524","345700","0.801216","0.008003","0.003201","0.087388","0.000000","0.100192","0.139241","798","2135","0.024224","0.033364","80975","103711.028730","296900"
"06071000805","06071000805","3","100.00","06","93","CA","071","06071","0008","05","4","9","0.73172533","0.03851834","0.003077","0.121954","0.001969","0.10275658","0.06812843","1962","5000","0.01097936","0.03547497","73472","83098.029168","310700","0.696392","0.039691","0.002706","0.127964","0.005799","0.127448","0.092905","2487","5150","0.028684","0.044011","92895","100372.407195","267200"
"06071000806","06071000806","3","100.00","06","93","CA","071","06071","0008","06","4","9","0.77553509","0.03440802","0.002167","0.091168","0.001219","0.09550257","0.06203008","1890","4720","0.02995218","0.02458009","72028","86977.684146","285600","0.690137","0.048757","0.002375","0.097793","0.006287","0.154652","0.111236","1994","4879","0.022795","0.014640","84220","96050.589671","257100"
"06071000807","06071000807","4","100.00","06","93","CA","071","06071","0008","07","4","9","0.79719898","0.02400873","0.000000","0.092761","0.000000","0.08603128","0.06060606","1395","3647","0.02056466","0.03013994","69410","77939.469860","259300","0.754670","0.041563","0.006227","0.092310","0.000000","0.105230","0.192000","1815","4516","0.040364","0.018295","82407","89887.525988","254100"
"06071000808","06071000808","4","100.00","06","93","CA","071","06071","0008","08","4","9","0.68592877","0.03526536","0.001746","0.062675","0.000000","0.21438547","0.20809249","729","3568","0.07173448","0.06037544","46693","46376.486048","180400","0.560378","0.049485","0.018916","0.070596","0.000000","0.300625","0.250567","700","3792","0.091582","0.104781","53266","57385.656155","174000"
"06071000809","06071000809","4","100.00","06","93","CA","071","06071","0008","09","4","9","0.78200381","0.03332211","0.001571","0.067093","0.002468","0.11354202","0.11138614","1569","5810","0.04744909","0.05141225","56947","60394.505236","232900","0.661468","0.067087","0.000803","0.085780","0.001261","0.183601","0.193820","1783","5892","0.044470","0.048819","69514","74884.125984","219100"
"06071000810","06071000810","4","100.00","06","93","CA","071","06071","0008","10","4","9","0.69285842","0.06658314","0.006891","0.065420","0.003222","0.16502595","0.30119681","1219","6904","0.06937836","0.07471384","32266","36253.476587","153300","0.474931","0.113262","0.014010","0.073121","0.002991","0.321684","0.402130","1309","7482","0.072118","0.093712","34459","40394.333200","148400"
"06071000811","06071000811","4","100.00","06","93","CA","071","06071","0008","11","4","9","0.64929916","0.08381707","0.006230","0.037661","0.002973","0.22001982","0.28301887","682","4231","0.08206155","0.11002179","32413","36733.430283","150200","0.381122","0.129584","0.005907","0.085651","0.000000","0.397736","0.282525","630","4669","0.043003","0.105373","41620","44692.951849","141700"
"06071000812","06071000812","4","100.00","06","93","CA","071","06071","0008","12","4","9","0.77804878","0.00352304","0.006775","0.015718","0.000000","0.19593496","0.17408907","486","2368","0.05430609","0.08264463","53885","60658.521488","182800","0.672956","0.075472","0.000000","0.027071","0.000000","0.224501","0.128571","438","2315","0.058252","0.068715","61955","72118.916734","167700"
"06071000900","06071000900","0","100.00","06","93","CA","071","06071","0009","","4","9","0.54482974","0.07789233","0.009164","0.023743","0.004998","0.33937311","0.32481203","629","5781","0.07136912","0.12110245","29884","31725.905067","123800","0.412802","0.086208","0.000000","0.050675","0.000602","0.449712","0.371795","837","6943","0.095469","0.119788","32465","44295.203664","132500"
"06071001000","06071001000","0","100.00","06","93","CA","071","06071","0010","","4","9","0.53063532","0.06963599","0.002261","0.043749","0.001243","0.35247570","0.35409377","445","4819","0.10074801","0.12438683","31163","34717.057814","129900","0.239688","0.057350","0.000572","0.028675","0.000762","0.672954","0.300358","392","5398","0.096073","0.171781","37370","41007.689594","130000"
"06071001100","06071001100","0","100.00","06","93","CA","071","06071","0011","","4","9","0.70199195","0.03934844","0.004808","0.022961","0.000000","0.23089000","0.22287390","939","6678","0.05799123","0.06326220","37419","36998.188008","140600","0.424147","0.046418","0.004690","0.023613","0.004205","0.496927","0.226136","987","7526","0.079279","0.096964","42832","44865.793340","141100"
"06071001200","06071001200","0","100.00","06","93","CA","071","06071","0012","","4","9","0.75144654","0.01610063","0.000000","0.044277","0.000000","0.18817610","0.13756614","430","2656","0.03027245","0.07605820","39722","40235.263889","133700","0.551701","0.015978","0.004337","0.028532","0.002054","0.397398","0.229752","440","2720","0.084869","0.078496","46204","52481.926121","136100"
"06071001301","06071001301","3","100.00","06","93","CA","071","06071","0013","01","4","9","0.43658620","0.07219767","0.008387","0.022441","0.000000","0.46038762","0.26330935","334","4928","0.10638821","0.13008779","35502","35647.024741","115500","0.240549","0.065959","0.000585","0.023578","0.002825","0.666504","0.226332","461","5534","0.091102","0.117466","42847","51571.631478","117600"
"06071001303","06071001303","3","100.00","06","93","CA","071","06071","0013","03","4","9","0.46536000","0.07576000","0.003440","0.049200","0.002880","0.40344000","0.23076923","727","6753","0.07991121","0.11064426","28667","42317.614846","95087","0.195752","0.060073","0.001168","0.024400","0.001375","0.717231","0.236662","489","7594","0.103533","0.132606","40901","47400.516648","128400"
"06071001304","06071001304","3","100.00","06","93","CA","071","06071","0013","04","4","9","0.46533731","0.07566157","0.003354","0.049199","0.002982","0.40327991","0.23059361","312","2898","0.07979313","0.11031332","12305","42326.798956","40813","0.361955","0.129624","0.002972","0.081737","0.001982","0.421731","0.155005","698","3580","0.080801","0.100333","53650","61074.390244","146000"
"06071001400","06071001400","0","100.00","06","93","CA","071","06071","0014","","4","9","0.57970321","0.03159406","0.005744","0.032551","0.000000","0.35040689","0.24545455","128","1432","0.08287895","0.22108495","24167","23784.806551","120200","0.379834","0.052947","0.000000","0.040055","0.002762","0.524401","0.336918","122","1380","0.122610","0.223052","26050","28786.125934","120800"
"06071001500","06071001500","0","100.00","06","93","CA","071","06071","0015","","4","9","0.29532676","0.06516730","0.007558","0.025624","0.004793","0.60153009","0.24970623","388","5183","0.11433205","0.14638213","24986","29171.436145","114100","0.122517","0.070719","0.002444","0.027121","0.000000","0.777200","0.283677","356","6121","0.123495","0.199094","27667","36396.989317","116600"
"06071001600","06071001600","4","100.00","06","93","CA","071","06071","0016","","4","9","0.18352807","0.01268168","0.000712","0.003277","0.001140","0.79866059","0.26868496","74","3362","0.15139701","0.19396051","22016","29929.209059","89400","0.096141","0.015410","0.004637","0.010637","0.001364","0.871812","0.234591","132","3496","0.154834","0.206940","27028","35000.757098","98800"
"06071001701","06071001701","3","100.00","06","93","CA","071","06071","0017","01","4","9","0.42104911","0.08590927","0.004349","0.055333","0.006089","0.42727151","0.20256304","844","8059","0.05636290","0.08891455","38313","40120.154965","146300","0.227763","0.068398","0.007100","0.079654","0.002020","0.615065","0.215181","799","9438","0.070363","0.105821","44902","50624.150617","137100"
"06071001702","06071001702","3","100.00","06","93","CA","071","06071","0017","02","4","9","0.62737921","0.08687164","0.004636","0.039531","0.000000","0.24158126","0.22660819","330","2392","0.02764538","0.06413793","42166","41333.800690","173400","0.417856","0.101428","0.000000","0.040273","0.007245","0.433198","0.313019","322","2763","0.108131","0.093973","50732","61253.337654","182300"
"06071001703","06071001703","3","100.00","06","93","CA","071","06071","0017","03","4","9","0.66751592","0.06751592","0.002184","0.051319","0.000910","0.21055505","0.09907834","529","3263","0.03663004","0.02691867","58676","62763.992554","188500","0.468145","0.054024","0.001304","0.066319","0.001118","0.409091","0.231903","559","3282","0.090032","0.032747","64402","63429.836264","174400"
"06071001801","06071001801","3","100.00","06","93","CA","071","06071","0018","01","4","9","0.23511752","0.05970149","0.001630","0.022817","0.007463","0.67327157","0.21355112","322","5968","0.09264208","0.13732877","31154","33943.914384","127800","0.104639","0.052065","0.000945","0.027923","0.000000","0.814427","0.168341","312","6923","0.114085","0.168390","37174","46040.659341","128000"
"06071001802","06071001802","3","100.00","06","93","CA","071","06071","0018","02","4","9","0.58276358","0.08066451","0.002399","0.034365","0.011155","0.28865299","0.10975610","1284","8709","0.05385735","0.04821389","48930","53928.990357","170400","0.334364","0.100005","0.006240","0.066960","0.000380","0.492051","0.176259","1142","9922","0.077152","0.085888","57633","65571.125577","165300"
"06071001803","06071001803","3","100.00","06","93","CA","071","06071","0018","03","4","9","0.53330946","0.05515759","0.007880","0.005014","0.000000","0.39863897","0.32047478","86","1856","0.06924198","0.07551020","32153","36938.826531","143400","0.452190","0.063619","0.000000","0.026286","0.000000","0.457905","0.242038","171","1821","0.084349","0.089151","48233","45969.387755","139600"
"06071001900","06071001900","0","100.00","06","93","CA","071","06071","0019","","4","9","0.56217147","0.12669929","0.000000","0.021842","0.009788","0.27949973","0.09550962","723","6903","0.04272747","0.01106603","47875","47018.535227","207800","0.415475","0.118684","0.003274","0.077486","0.004747","0.380334","0.126296","2096","11031","0.059532","0.045210","70108","73560.882670","216300"
"06071002002","06071002002","4","100.00","06","93","CA","071","06071","0020","02","4","9","0.75778064","0.05269371","0.002790","0.057523","0.003220","0.12599270","0.09626955","1529","5321","0.03561644","0.04961126","63280","72900.406146","296800","0.682040","0.060855","0.004784","0.075208","0.000000","0.177112","0.173458","1722","6299","0.053365","0.058083","87140","96750.564698","260100"
"06071002003","06071002003","4","100.00","06","93","CA","071","06071","0020","03","4","9","0.80179558","0.03568140","0.007827","0.033303","0.000000","0.12139349","0.09914872","2133","7790","0.04515670","0.05691057","63568","67863.453806","272900","0.727708","0.041353","0.010946","0.048955","0.004029","0.167009","0.143384","2640","8379","0.035098","0.045434","87719","97181.895756","251600"
"06071002004","06071002004","4","100.00","06","93","CA","071","06071","0020","04","4","9","0.73553619","0.02856451","0.004478","0.041878","0.001816","0.18772694","0.15294975","742","4874","0.04834055","0.05338645","46779","48455.035060","160800","0.630187","0.053694","0.001140","0.048222","0.000000","0.266758","0.229371","896","5185","0.066696","0.052553","60784","69393.142005","158900"
"06071002005","06071002005","4","100.00","06","93","CA","071","06071","0020","05","4","9","0.73502741","0.04723603","0.003791","0.036938","0.000871","0.17613607","0.17971474","2064","11676","0.06035984","0.04009399","48125","45876.246439","162300","0.615592","0.067293","0.000406","0.052057","0.003504","0.261148","0.234777","2044","12304","0.049068","0.091208","60550","58096.797713","156100"
