Id,Id2,Geography,total,white,black,native,asian,nativeh,other,multi
8600000US90049,90049,"90049 5-Digit ZCTA, 900 3-Digit ZCTA",33520,29332,402,46,2274,16,501,949
8600000US90056,90056,"90056 5-Digit ZCTA, 900 3-Digit ZCTA",8108,1484,5847,21,242,7,140,367
8600000US90057,90057,"90057 5-Digit ZCTA, 900 3-Digit ZCTA",43986,12631,2441,643,7670,39,17707,2855
8600000US90058,90058,"90058 5-Digit ZCTA, 900 3-Digit ZCTA",3624,1117,418,27,224,0,1711,127
8600000US90059,90059,"90059 5-Digit ZCTA, 900 3-Digit ZCTA",38123,5245,17402,285,109,57,13795,1230
8600000US90061,90061,"90061 5-Digit ZCTA, 900 3-Digit ZCTA",24503,3544,11114,211,65,28,8713,828
8600000US90062,90062,"90062 5-Digit ZCTA, 900 3-Digit ZCTA",29279,4245,15223,175,456,30,7937,1213
8600000US90063,90063,"90063 5-Digit ZCTA, 900 3-Digit ZCTA",55666,20479,262,696,665,33,31253,2278
8600000US90064,90064,"90064 5-Digit ZCTA, 900 3-Digit ZCTA",24489,17703,622,78,3428,17,1585,1056
8600000US90065,90065,"90065 5-Digit ZCTA, 900 3-Digit ZCTA",47524,19912,1014,464,7202,46,16340,2546
8600000US90066,90066,"90066 5-Digit ZCTA, 900 3-Digit ZCTA",55194,33539,2236,578,7274,142,8387,3038
8600000US90067,90067,"90067 5-Digit ZCTA, 900 3-Digit ZCTA",2524,2176,42,1,237,3,26,39
8600000US90068,90068,"90068 5-Digit ZCTA, 900 3-Digit ZCTA",21713,17686,1023,72,1119,23,795,995
8600000US90069,90069,"90069 5-Digit ZCTA, 900 3-Digit ZCTA",20395,17801,621,62,831,15,452,613
8600000US90071,90071,"90071 5-Digit ZCTA, 900 3-Digit ZCTA",6,3,3,0,0,0,0,0
8600000US90077,90077,"90077 5-Digit ZCTA, 900 3-Digit ZCTA",10465,9118,167,6,702,4,109,359
8600000US900HH,900HH,"900HH 5-Digit ZCTA, 900 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US90201,90201,"90201 5-Digit ZCTA, 902 3-Digit ZCTA",105275,49531,1198,1510,839,109,46954,5134
8600000US90210,90210,"90210 5-Digit ZCTA, 902 3-Digit ZCTA",21396,18902,284,21,1018,9,287,875
8600000US90211,90211,"90211 5-Digit ZCTA, 902 3-Digit ZCTA",8313,6893,162,12,742,1,119,384
8600000US90212,90212,"90212 5-Digit ZCTA, 902 3-Digit ZCTA",11347,9632,243,11,879,1,168,413
8600000US90220,90220,"90220 5-Digit ZCTA, 902 3-Digit ZCTA",47303,7410,21980,312,239,633,15119,1610
8600000US90221,90221,"90221 5-Digit ZCTA, 902 3-Digit ZCTA",51382,10466,15492,381,117,472,22476,1978
8600000US90222,90222,"90222 5-Digit ZCTA, 902 3-Digit ZCTA",29823,5558,11250,238,50,76,11643,1008
8600000US90230,90230,"90230 5-Digit ZCTA, 902 3-Digit ZCTA",31945,16961,4018,206,4060,77,4695,1928
8600000US90232,90232,"90232 5-Digit ZCTA, 902 3-Digit ZCTA",15175,8668,1344,108,2021,44,2081,909
8600000US90240,90240,"90240 5-Digit ZCTA, 902 3-Digit ZCTA",24891,14514,464,158,2538,46,5895,1276
8600000US90241,90241,"90241 5-Digit ZCTA, 902 3-Digit ZCTA",40138,22475,1110,364,2737,67,11488,1897
8600000US90242,90242,"90242 5-Digit ZCTA, 902 3-Digit ZCTA",42444,20432,2454,407,3033,123,13899,2096
8600000US90245,90245,"90245 5-Digit ZCTA, 902 3-Digit ZCTA",16033,13405,187,75,1028,47,562,729
8600000US90247,90247,"90247 5-Digit ZCTA, 902 3-Digit ZCTA",47741,11507,9406,328,12670,344,11028,2458
8600000US90248,90248,"90248 5-Digit ZCTA, 902 3-Digit ZCTA",9944,2975,1647,65,2974,84,1630,569
8600000US90249,90249,"90249 5-Digit ZCTA, 902 3-Digit ZCTA",26433,7405,8946,188,4275,136,4092,1391
8600000US90250,90250,"90250 5-Digit ZCTA, 902 3-Digit ZCTA",93314,30014,28281,670,6716,801,21921,4911
8600000US90254,90254,"90254 5-Digit ZCTA, 902 3-Digit ZCTA",18682,16739,150,75,821,41,312,544
8600000US90255,90255,"90255 5-Digit ZCTA, 902 3-Digit ZCTA",78104,32891,537,787,576,61,39520,3732
8600000US90260,90260,"90260 5-Digit ZCTA, 902 3-Digit ZCTA",33299,14602,3832,318,3614,279,8494,2160
8600000US90261,90261,"90261 5-Digit ZCTA, 902 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US90262,90262,"90262 5-Digit ZCTA, 902 3-Digit ZCTA",69830,23507,9406,839,533,269,32238,3038
8600000US90263,90263,"90263 5-Digit ZCTA, 902 3-Digit ZCTA",2,2,0,0,0,0,0,0
8600000US90265,90265,"90265 5-Digit ZCTA, 902 3-Digit ZCTA",19614,17531,354,54,652,26,434,563
8600000US90266,90266,"90266 5-Digit ZCTA, 902 3-Digit ZCTA",33742,30019,208,69,2039,41,415,951
8600000US90270,90270,"90270 5-Digit ZCTA, 902 3-Digit ZCTA",28083,12073,102,320,101,37,14177,1273
8600000US90272,90272,"90272 5-Digit ZCTA, 902 3-Digit ZCTA",22538,20603,173,20,1014,14,221,493
8600000US90274,90274,"90274 5-Digit ZCTA, 902 3-Digit ZCTA",24976,19186,291,46,4485,34,220,714
8600000US90275,90275,"90275 5-Digit ZCTA, 902 3-Digit ZCTA",41261,27746,815,62,10700,41,498,1399
8600000US90277,90277,"90277 5-Digit ZCTA, 902 3-Digit ZCTA",34174,28633,618,132,2524,85,885,1297
8600000US90278,90278,"90278 5-Digit ZCTA, 902 3-Digit ZCTA",37316,28024,1077,190,3979,160,2047,1839
8600000US90280,90280,"90280 5-Digit ZCTA, 902 3-Digit ZCTA",96260,40077,922,898,799,112,49068,4384
8600000US90290,90290,"90290 5-Digit ZCTA, 902 3-Digit ZCTA",5441,4948,57,20,168,3,77,168
8600000US90291,90291,"90291 5-Digit ZCTA, 902 3-Digit ZCTA",31018,22171,2087,295,1147,48,3694,1576
8600000US90292,90292,"90292 5-Digit ZCTA, 902 3-Digit ZCTA",18057,15036,768,49,1343,29,290,542
8600000US90293,90293,"90293 5-Digit ZCTA, 902 3-Digit ZCTA",11252,8947,600,40,871,23,268,503
8600000US902HH,902HH,"902HH 5-Digit ZCTA, 902 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US90301,90301,"90301 5-Digit ZCTA, 903 3-Digit ZCTA",37507,8981,13140,298,662,77,12654,1695
8600000US90302,90302,"90302 5-Digit ZCTA, 903 3-Digit ZCTA",30770,5564,16809,207,366,34,6535,1255
8600000US90303,90303,"90303 5-Digit ZCTA, 903 3-Digit ZCTA",27773,5638,10930,205,124,260,9393,1223
8600000US90304,90304,"90304 5-Digit ZCTA, 903 3-Digit ZCTA",28679,9193,1411,300,321,368,15708,1378
8600000US90305,90305,"90305 5-Digit ZCTA, 903 3-Digit ZCTA",13763,656,12078,31,75,14,517,392
8600000US90401,90401,"90401 5-Digit ZCTA, 904 3-Digit ZCTA",5201,4087,217,30,351,5,307,204
8600000US90402,90402,"90402 5-Digit ZCTA, 904 3-Digit ZCTA",11492,10310,57,21,682,7,130,285
8600000US90403,90403,"90403 5-Digit ZCTA, 904 3-Digit ZCTA",23556,20364,342,49,1612,19,410,760
8600000US90404,90404,"90404 5-Digit ZCTA, 904 3-Digit ZCTA",19956,12573,1730,161,1589,24,2797,1082
8600000US90405,90405,"90405 5-Digit ZCTA, 904 3-Digit ZCTA",26089,20473,832,139,1979,31,1415,1220
8600000US904HH,904HH,"904HH 5-Digit ZCTA, 904 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US90501,90501,"90501 5-Digit ZCTA, 905 3-Digit ZCTA",40697,19611,2489,330,7376,297,8370,2224
8600000US90502,90502,"90502 5-Digit ZCTA, 905 3-Digit ZCTA",17038,7007,1349,128,4639,237,2730,948
8600000US90503,90503,"90503 5-Digit ZCTA, 905 3-Digit ZCTA",41970,24093,776,122,13837,96,1340,1706
8600000US90504,90504,"90504 5-Digit ZCTA, 905 3-Digit ZCTA",31664,14899,1115,153,11192,202,2117,1986
8600000US90505,90505,"90505 5-Digit ZCTA, 905 3-Digit ZCTA",34855,22981,568,105,8801,62,860,1478
8600000US90601,90601,"90601 5-Digit ZCTA, 906 3-Digit ZCTA",32039,19035,381,388,1830,65,8780,1560
8600000US90602,90602,"90602 5-Digit ZCTA, 906 3-Digit ZCTA",26253,13731,340,446,734,34,9479,1489
8600000US90603,90603,"90603 5-Digit ZCTA, 906 3-Digit ZCTA",19101,14861,123,148,875,22,2370,702
8600000US90604,90604,"90604 5-Digit ZCTA, 906 3-Digit ZCTA",37869,23933,620,380,1429,75,9514,1918
8600000US90605,90605,"90605 5-Digit ZCTA, 906 3-Digit ZCTA",38180,20143,448,472,1043,93,13988,1993
8600000US90606,90606,"90606 5-Digit ZCTA, 906 3-Digit ZCTA",32143,17012,391,444,509,62,12135,1590
8600000US90620,90620,"90620 5-Digit ZCTA, 906 3-Digit ZCTA",44432,26265,1337,303,9444,260,4530,2293
8600000US90621,90621,"90621 5-Digit ZCTA, 906 3-Digit ZCTA",33525,14916,1620,434,7220,128,7269,1938
8600000US90623,90623,"90623 5-Digit ZCTA, 906 3-Digit ZCTA",15498,6717,711,51,6870,54,548,547
8600000US90630,90630,"90630 5-Digit ZCTA, 906 3-Digit ZCTA",47334,31168,1308,283,9762,188,2553,2072
8600000US90631,90631,"90631 5-Digit ZCTA, 906 3-Digit ZCTA",67353,43306,1021,606,4637,139,14606,3038
8600000US90638,90638,"90638 5-Digit ZCTA, 906 3-Digit ZCTA",47548,30598,917,351,7132,125,6484,1941
8600000US90640,90640,"90640 5-Digit ZCTA, 906 3-Digit ZCTA",62416,29216,559,762,7322,51,21092,3414
8600000US90650,90650,"90650 5-Digit ZCTA, 906 3-Digit ZCTA",103211,46249,4771,1200,11917,404,33811,4859
8600000US90660,90660,"90660 5-Digit ZCTA, 906 3-Digit ZCTA",63277,31306,450,859,1667,78,25479,3438
8600000US90670,90670,"90670 5-Digit ZCTA, 906 3-Digit ZCTA",16263,8405,652,234,656,35,5585,696
8600000US90680,90680,"90680 5-Digit ZCTA, 906 3-Digit ZCTA",29679,14845,728,323,4486,240,7561,1496
8600000US906HH,906HH,"906HH 5-Digit ZCTA, 906 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US90701,90701,"90701 5-Digit ZCTA, 907 3-Digit ZCTA",16380,7236,582,127,4490,89,3025,831
8600000US90703,90703,"90703 5-Digit ZCTA, 907 3-Digit ZCTA",51542,13852,3427,143,30044,96,2025,1955
8600000US90704,90704,"90704 5-Digit ZCTA, 907 3-Digit ZCTA",3696,2615,31,38,33,7,771,201
8600000US90706,90706,"90706 5-Digit ZCTA, 907 3-Digit ZCTA",72878,33593,9540,667,7062,511,17766,3739
8600000US90710,90710,"90710 5-Digit ZCTA, 907 3-Digit ZCTA",24640,11444,3414,163,3278,226,4894,1221
8600000US90712,90712,"90712 5-Digit ZCTA, 907 3-Digit ZCTA",30171,19700,2455,182,3410,194,2580,1650
8600000US90713,90713,"90713 5-Digit ZCTA, 907 3-Digit ZCTA",27549,21356,843,146,2036,101,1739,1328
8600000US90715,90715,"90715 5-Digit ZCTA, 907 3-Digit ZCTA",20884,8333,2399,143,5080,194,3655,1080
8600000US90716,90716,"90716 5-Digit ZCTA, 907 3-Digit ZCTA",14850,5697,662,189,1319,109,6157,717
8600000US90717,90717,"90717 5-Digit ZCTA, 907 3-Digit ZCTA",21060,13749,877,157,2454,118,2402,1303
8600000US90720,90720,"90720 5-Digit ZCTA, 907 3-Digit ZCTA",21328,17587,436,102,1668,48,744,743
8600000US90723,90723,"90723 5-Digit ZCTA, 907 3-Digit ZCTA",55305,19209,7481,589,1856,466,23064,2640
8600000US90731,90731,"90731 5-Digit ZCTA, 907 3-Digit ZCTA",58622,34393,4439,699,2431,268,12424,3968
8600000US90732,90732,"90732 5-Digit ZCTA, 907 3-Digit ZCTA",21264,16490,817,118,1425,51,1406,957
8600000US90740,90740,"90740 5-Digit ZCTA, 907 3-Digit ZCTA",24177,21456,359,73,1397,43,317,532
8600000US90742,90742,"90742 5-Digit ZCTA, 907 3-Digit ZCTA",1097,990,1,3,23,0,35,45
8600000US90743,90743,"90743 5-Digit ZCTA, 907 3-Digit ZCTA",170,166,0,0,2,0,1,1
8600000US90744,90744,"90744 5-Digit ZCTA, 907 3-Digit ZCTA",53308,19296,1959,642,1524,476,26349,3062
8600000US90745,90745,"90745 5-Digit ZCTA, 907 3-Digit ZCTA",55473,16477,4609,353,17524,2048,11361,3101
8600000US90746,90746,"90746 5-Digit ZCTA, 907 3-Digit ZCTA",25561,3365,17244,100,1431,377,2075,969
8600000US907HH,907HH,"907HH 5-Digit ZCTA, 907 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US907XX,907XX,"907XX 5-Digit ZCTA, 907 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US90802,90802,"90802 5-Digit ZCTA, 908 3-Digit ZCTA",38419,18019,6673,485,2052,225,8662,2303
8600000US90803,90803,"90803 5-Digit ZCTA, 908 3-Digit ZCTA",31349,26958,694,172,1397,61,1019,1048
8600000US90804,90804,"90804 5-Digit ZCTA, 908 3-Digit ZCTA",43466,16778,7354,352,6422,214,9788,2558
8600000US90805,90805,"90805 5-Digit ZCTA, 908 3-Digit ZCTA",91663,27210,21972,825,9520,2464,24886,4786
8600000US90806,90806,"90806 5-Digit ZCTA, 908 3-Digit ZCTA",49641,13498,10179,408,8949,862,12881,2864
8600000US90807,90807,"90807 5-Digit ZCTA, 908 3-Digit ZCTA",31549,17348,4959,201,4244,337,2813,1647
8600000US90808,90808,"90808 5-Digit ZCTA, 908 3-Digit ZCTA",37403,30281,1060,205,2480,127,1613,1637
8600000US90810,90810,"90810 5-Digit ZCTA, 908 3-Digit ZCTA",35637,8498,5846,297,8255,1093,9699,1949
8600000US90813,90813,"90813 5-Digit ZCTA, 908 3-Digit ZCTA",63129,15932,8526,659,9972,457,23868,3715
8600000US90814,90814,"90814 5-Digit ZCTA, 908 3-Digit ZCTA",19014,12809,1700,166,1371,55,1876,1037
8600000US90815,90815,"90815 5-Digit ZCTA, 908 3-Digit ZCTA",38892,29356,1662,209,3676,147,1957,1885
8600000US90822,90822,"90822 5-Digit ZCTA, 908 3-Digit ZCTA",422,245,88,13,33,5,20,18
8600000US908HH,908HH,"908HH 5-Digit ZCTA, 908 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US91001,91001,"91001 5-Digit ZCTA, 910 3-Digit ZCTA",36235,15283,13280,226,1337,28,4125,1956
8600000US91006,91006,"91006 5-Digit ZCTA, 910 3-Digit ZCTA",30010,14567,275,99,12470,25,1539,1035
8600000US91007,91007,"91007 5-Digit ZCTA, 910 3-Digit ZCTA",30925,14397,400,70,13748,25,1250,1035
8600000US91010,91010,"91010 5-Digit ZCTA, 910 3-Digit ZCTA",27400,13570,2769,250,2971,30,6414,1396
8600000US91011,91011,"91011 5-Digit ZCTA, 910 3-Digit ZCTA",20187,15146,69,36,4093,8,196,639
8600000US91016,91016,"91016 5-Digit ZCTA, 910 3-Digit ZCTA",41050,25911,3398,348,2952,52,6465,1924
8600000US91020,91020,"91020 5-Digit ZCTA, 910 3-Digit ZCTA",7515,5353,56,39,1281,4,304,478
8600000US91024,91024,"91024 5-Digit ZCTA, 910 3-Digit ZCTA",10545,9040,123,37,593,11,320,421
8600000US91030,91030,"91030 5-Digit ZCTA, 910 3-Digit ZCTA",23975,14482,722,82,6367,20,1230,1072
8600000US91040,91040,"91040 5-Digit ZCTA, 910 3-Digit ZCTA",18748,14707,258,176,1162,28,1480,937
8600000US91042,91042,"91042 5-Digit ZCTA, 910 3-Digit ZCTA",26738,19158,666,225,1738,18,3383,1550
8600000US910HH,910HH,"910HH 5-Digit ZCTA, 910 3-Digit ZCTA",0,0,0,0,0,0,0,0
8600000US910XX,910XX,"910XX 5-Digit ZCTA, 910 3-Digit ZCTA",71,62,1,0,3,0,5,0
8600000US91101,91101,"91101 5-Digit ZCTA, 911 3-Digit ZCTA",16809,9065,2021,110,2463,27,2235,888
8600000US91103,91103,"91103 5-Digit ZCTA, 911 3-Digit ZCTA",27887,9611,7656,268,1309,10,7686,1347
8600000US91104,91104,"91104 5-Digit ZCTA, 911 3-Digit ZCTA",38449,20812,5542,306,2212,58,6801,2718
8600000US91105,91105,"91105 5-Digit ZCTA, 911 3-Digit ZCTA",10245,8219,413,35,902,11,298,367
8600000US91106,91106,"91106 5-Digit ZCTA, 911 3-Digit ZCTA",23725,13422,2238,144,3810,34,2898,1179
8600000US91107,91107,"91107 5-Digit ZCTA, 911 3-Digit ZCTA",32360,20745,1860,177,4851,27,2749,1951
8600000US91108,91108,"91108 5-Digit ZCTA, 911 3-Digit ZCTA",13149,6364,36,6,6275,10,144,314
8600000US91201,91201,"91201 5-Digit ZCTA, 912 3-Digit ZCTA",23978,15722,348,80,2664,14,2219,2931
8600000US91202,91202,"91202 5-Digit ZCTA, 912 3-Digit ZCTA",21971,15077,233,41,3943,27,693,1957
8600000US91203,91203,"91203 5-Digit ZCTA, 912 3-Digit ZCTA",14479,8401,264,51,2327,9,1456,1971
8600000US91204,91204,"91204 5-Digit ZCTA, 912 3-Digit ZCTA",16997,7530,264,103,3323,8,3861,1908
8600000US91205,91205,"91205 5-Digit ZCTA, 912 3-Digit ZCTA",41381,23887,572,175,5624,46,5601,5476
8600000US91206,91206,"91206 5-Digit ZCTA, 912 3-Digit ZCTA",31284,20214,507,59,5807,33,1798,2866
8600000US91207,91207,"91207 5-Digit ZCTA, 912 3-Digit ZCTA",9852,7782,70,15,1126,5,207,647
8600000US91208,91208,"91208 5-Digit ZCTA, 912 3-Digit ZCTA",16909,12323,100,43,2994,12,322,1115
8600000US91214,91214,"91214 5-Digit ZCTA, 912 3-Digit ZCTA",29101,21087,150,89,5839,13,775,1148
8600000US91301,91301,"91301 5-Digit ZCTA, 913 3-Digit ZCTA",25302,22018,316,70,1614,25,538,721
8600000US91302,91302,"91302 5-Digit ZCTA, 913 3-Digit ZCTA",23644,20650,303,40,1715,12,318,606
8600000US91303,91303,"91303 5-Digit ZCTA, 913 3-Digit ZCTA",23508,11875,939,245,2050,39,7085,1275
8600000US91304,91304,"91304 5-Digit ZCTA, 913 3-Digit ZCTA",49226,29997,2237,327,5677,110,8246,2632
8600000US91306,91306,"91306 5-Digit ZCTA, 913 3-Digit ZCTA",43846,23134,1883,313,6962,96,8952,2506
8600000US91307,91307,"91307 5-Digit ZCTA, 913 3-Digit ZCTA",23622,18667,492,83,2745,10,751,874
8600000US91311,91311,"91311 5-Digit ZCTA, 913 3-Digit ZCTA",35317,26051,1052,179,5021,38,1504,1472
8600000US91316,91316,"91316 5-Digit ZCTA, 913 3-Digit ZCTA",27595,22922,684,73,1367,24,1005,1520
8600000US91320,91320,"91320 5-Digit ZCTA, 913 3-Digit ZCTA",37775,31999,436,177,2203,54,1786,1120
8600000US91321,91321,"91321 5-Digit ZCTA, 913 3-Digit ZCTA",30727,22239,549,245,1208,50,5271,1165
8600000US91324,91324,"91324 5-Digit ZCTA, 913 3-Digit ZCTA",25731,15363,1140,120,3818,48,3849,1393
8600000US91325,91325,"91325 5-Digit ZCTA, 913 3-Digit ZCTA",32300,19876,2136,165,4623,57,3520,1923
8600000US91326,91326,"91326 5-Digit ZCTA, 913 3-Digit ZCTA",28049,18257,808,64,7098,16,784,1022
8600000US91331,91331,"91331 5-Digit ZCTA, 913 3-Digit ZCTA",97300,35949,5116,1261,4261,107,46016,4590
8600000US91335,91335,"91335 5-Digit ZCTA, 913 3-Digit ZCTA",68002,39150,2873,536,7491,100,13693,4159
8600000US91340,91340,"91340 5-Digit ZCTA, 913 3-Digit ZCTA",33373,13631,944,524,381,31,16576,1286
8600000US91342,91342,"91342 5-Digit ZCTA, 913 3-Digit ZCTA",81970,40142,5599,904,3242,97,28095,3891
8600000US91343,91343,"91343 5-Digit ZCTA, 913 3-Digit ZCTA",57001,29216,2783,400,6894,112,14679,2917
8600000US91344,91344,"91344 5-Digit ZCTA, 913 3-Digit ZCTA",48863,32238,1764,227,7980,45,4221,2388
8600000US91345,91345,"91345 5-Digit ZCTA, 913 3-Digit ZCTA",17102,8929,718,128,1881,31,4681,734
8600000US91350,91350,"91350 5-Digit ZCTA, 913 3-Digit ZCTA",40069,33760,716,214,1971,54,1764,1590
8600000US91351,91351,"91351 5-Digit ZCTA, 913 3-Digit ZCTA",59257,45159,2042,414,2969,99,5895,2679
8600000US91352,91352,"91352 5-Digit ZCTA, 913 3-Digit ZCTA",46624,23008,756,451,2882,102,17024,2401
8600000US91354,91354,"91354 5-Digit ZCTA, 913 3-Digit ZCTA",17841,14751,305,65,1507,18,638,557
8600000US91355,91355,"91355 5-Digit ZCTA, 913 3-Digit ZCTA",24970,21550,354,89,1451,31,705,790
8600000US91356,91356,"91356 5-Digit ZCTA, 913 3-Digit ZCTA",27407,21632,1039,78,1531,14,1479,1634
8600000US91360,91360,"91360 5-Digit ZCTA, 913 3-Digit ZCTA",42513,35915,399,338,2172,46,2422,1221
8600000US91361,91361,"91361 5-Digit ZCTA, 913 3-Digit ZCTA",18724,16942,149,44,951,13,252,373
8600000US91362,91362,"91362 5-Digit ZCTA, 913 3-Digit ZCTA",33039,28231,359,126,2229,30,1146,918
8600000US91364,91364,"91364 5-Digit ZCTA, 913 3-Digit ZCTA",25985,22104,601,64,1389,21,639,1167
8600000US91367,91367,"91367 5-Digit ZCTA, 913 3-Digit ZCTA",36106,29661,1259,110,2632,44,846,1554
8600000US91377,91377,"91377 5-Digit ZCTA, 913 3-Digit ZCTA",14809,13037,146,39,1060,17,145,365
8600000US91381,91381,"91381 5-Digit ZCTA, 913 3-Digit ZCTA",9919,7252,272,41,1448,10,374,522
8600000US91384,91384,"91384 5-Digit ZCTA, 913 3-Digit ZCTA",22173,15265,2551,112,1180,23,2363,679
8600000US913HH,913HH,"913HH 5-Digit ZCTA, 913 3-Digit ZCTA",0,0,0,0,0,0,0,0
