bid,selname
1594,GREAT EASTERN BUILDERS
1594,GREAT EASTER BUILDERS INC
1597,BRIDGEPORT
1597,BRIDGEPORT CORP
1597,BRIDGEPORT GENER
1597,BRIDGEPORT PARTN
1625,GREENBRIAR AT RIVER VALLEY
1625,GREENBRIAR AT RIVER VLLY LTD
1625,GREENBRIAR AT RIVER VALLEY LTD
1625,GREENBRAIR RIVER VALLEY LTD
1625,GREENBAIR AT RIVER VALLEY LTD
1700,ARDENDALE PARTNES LP
1700,ARDENDALE PARTNERS LOP
1700,ARDENDALE PARTNERS LP
1700,ARDENALE PARTNERS LP
1700,ARDENALDE PARTNERS LP
1700,ARDENDALE LLC
1700,ARDENDALE PAARTNERS LO
1707,GREEN WOOD TRADING CORP
1707,GREENWOOD LAND DEVELOPMENT INC
1707,GREENWOOD TRADING CORP
1707,GREENWOOD TRADING
1707,GREENWOOD LAND DEV INC
1719,HARRIS BANK PALATINE TRUSTEE
1719,HARRIS BANK PALATINE TTEE
1719,HARRIS BANK PALATINE NA
1719,HARRIS BANK PALATINE NA TTEE
1719,HARRIS BK PALATINE NA TRUSTEE
1721,CENTERLINE HOMES INC
1721,CENTERLINE HOMES AT SILVER LAK
1721,CENTERLINE HOMES AT SILVER LKS
1721,"CONTRERAS,JIMMY & BERTA"
1721,CENTERLINE HOME AT SILVER LAKE
1735,CENTURY/SAVANNAH BUILDERS LTD
1735,CENTURY/DIMENSIONS LTD
1735,CENTURY/SAVANNAH BUILDERS
1735,CENTURY SANDCASTLES LTD
1735,CENTURY SANDCASTLES LTD LP
1735,CENTURY/DORAL CORP
1735,"CONTRERAS,LUIS"
1735,CENTREX HOMES
1735,CENTURY/SANDCASTLES LTD
1735,CENTURY DIMENSIONS LTD
1735,CENTURY/MARSOL LTD
1735,CENTURY DORAL CORP
1735,CENTURY SAVANNAH BUILDERS LTD
1735,CENTURY HOMESBUILDERS LLC
1737,CENTURY/SAVANNAH BUILDERS LTD
1737,CENTURY/SANDCASTLES LTD
1737,CENTURY SAVANNAH BUILDERS LTD
1737,CENTURY SANDCASTLES LTD
1737,CENTURY SAND CASTLES LTD
1750,CENTURY CRESTVIEW LTD
1750,CENTURY SERENA LAKES TOWNHOUSE
1750,CENTURY SERENA LAKES TOWNHOMES
1750,CENTURY SERENA LAKES HOMES INC
1750,CENTURY/CRESTVIEW LTD
1750,CENTURY MANAGEMENT GROUP INC
1752,CENTURY OF MARSOL II LTD
1752,CENTURY MARSOL II LTD
1752,CENTURY MARSOL
1752,CENTURY/MARSOL II LTD
1752,CENTURY/MARSOL LTD
1752,CENTURY/MARISOL II LTD
1752,CENTURY\MARSOI II LTD
1754,CENTURY BUILDERS GROUP INC
1754,CENTUARY HOMRBUILDERS LLC
1754,CENTURY HOMEBUILDERS CO
1754,CENTURY HOMEBULIDERS LLC
1754,CENTURY HOMEBUILDERS LLC
1754,CENTURY BUILDERS LLC
1766,CENTRO CAMPSINO FARMWORTHER
1766,CENTRO CAMPESINO-FAMRWORKER CE
1766,CENTRO CAMPESINO-FARMWORKER
1766,CENTRO CAMPESINO-FARMWORKER CE
1766,CENTRO CAMPESINO FARM WORKER
1766,CENTRO CAMPESINO FARMWORKER
1776,CENTERLINE HOMES AT BLACK DIAM
1776,CENTERLINE HOMES BLACK DIAMOND
1776,CENTERLINE HOMES AT BLACK
1776,CENTERLINE HOME AT BLACK DIAMO
1776,CENTERLINE HOMES INC
1776,CENTERLINE HOMES AT DIAMOND
1776,CENTERLINE HMS OF BLACK DIAMOND I
1779,CENTERLINE RBG XXXV LP
1779,CENTERLINE/RBG XXXV LP
1779,CENTERLINE RBG XXXV L P
1779,CENTERLINE/RBG XXXI LP
1779,CENTERLINE/RBG LP
1779,CENTERLINE LP
1779,CNETRE/RBG
1791,CHANNING/SUNSET BAY LTD PARTNE
1791,CHANNING SUNSET BAY LP
1791,CHANNING/SUNSET BAY LP
1791,CHANNING CORPORATION XXIII
1791,CHANNING SUNSET BAY LTD PARTNE
1791,CHANNING CORP XXIII
1791,CHANNING/SUNSET BAY LIMITED
1791,CHANNING CORP XXIV
1791,CHANNING\SUNSET BAY LP
1811,BURLINGAME HILLS DEVELOPMENTS
1811,BURLINGAME HILLS DEVKLOPMENTS
1811,BURLINGAME HILLS DEVELOPMENT
1811,BURLINGHAME HILLS DEV LLC
1811,BURLINGAME HILLS DEV LLC
1813,CARIBE CENTURY JOINT VENTURE
1813,CARIBE CENTURY JOINT VEN
1813,CARIBE JOINT VENTURE
1813,CARIBE CENTURY JV
1813,CARIBE CENTURY GROUP LTD
1817,CARIBE CENTURY GROUP LTD
1817,CARIBE CENTURY GROUP INC
1817,CARIBE CENTURY CONST LIMITED
1817,CARIBE CENTURY CONSTRUCTION LT
1817,CARIBE CENTURY CONSTRUCTION
1817,CARIBE CENTURY CONST LTD
1817,CARIBE CENTURY CONSTRUCTON
1817,CARIBE CENTURY JOINT VENTURE
1817,CARIBE CENTURY CONSTN LTD
1817,CARIBE CENTURY CONSTRUSTION LT
1822,CARIBE ISLE LLC
1822,CARIBE ISLES LLC
1822,CARIBE CENTRAL LLC
1822,CARIBE SOUTH LLC
1822,CARIBE SOUTH II LLC
1842,HICKORY HILLSHOMES LATINA & LA
1842,HICKORY HILL HOMES LATINA & LA
1842,HICKORY HILLS HOMES INC
1842,HICKORY HILLS HOMES LATINA
1842,HICKORY HILLS HOMES
1842,HICKORY HILL HOMES LATINA
1842,HICKORY HILLS HOMES LATINA &
1843,HICKORY HILLS HOME LATINA & LA
1843,HICKORY HILLS HOMES LATINA
1843,HICKORY HILL HOMES & LATINA
1843,HICKORY HILLS HOMES
1843,HICKORY HILL HOMES
1843,HICKORY HILLS HOMES LATINA & L
1843,HICKORY HILLS HOMES LATINA &
1843,HICKORY HILLSHOMES LATINA
1845,HICKORY HILLS HOMES LATINA &
1845,HICKORY HILLS HOMES
1845,HICKORY HILL HOMES LATINA & LA
1845,HICKORY HILLS HOMES LATINA
1845,HICKORY HILLSHOMES LATINA
1845,HICKORY HILL HOMES LENDING
1845,HICKORY HILL HOMES LATINA
1862,HUDSON VILLAGE JOINT VENTURE
1862,HUDSON BUILDERS INC
1862,HUDSON BUILDERS LTD
1862,HUDSON LAND CO LTD
1862,HUDSON JOINT VENTURE
1863,HUDSON BUILDERS INC
1863,HUDSON VILLAGE (OH)
1863,HUDSON VILLAGE JOINT VENTURE
1863,HUDSON BUILDERS LTD
1863,HUDSON JOINT VENTURE
1869,CRISTAL-MIZNER'S PRESERVE LP
1869,CRISTAL-MIZNERS PRESERVE LP
1869,CRISTAL MIZNERS PRESERVE LP
1869,CRISTAL-MIZNER PRESERVE LP
1869,CRISTAL MIZNER'S PRESERVE LP
1869,CRISTAL MIZNER PRESERVE LP
1869,CRISTAL MIZNER PRESERVE
1875,HAWTHORN OF AURORA LP
1875,HAWTHORN & AURORA LP
1875,HAWTHORN OF AURORA LTD PTSHP
1875,HAWTHORN OF AURORA LTD PTSHT
1875,HAWTHORN OF AURORA JLP
1887,BRENTWOOD LEGNEDS LP
1887,BRENTWOOD LEGENDS LP
1887,BRENTWOODS LEGENDS LP
1887,BRENTWOOD LENGENDS LP
1887,BRENTWOOD LEGENDS L P
1887,BRENTWOOD ASSOCIATES LLC
1887,BRENTWOOD LEGENS LP
1887,BBRENTWOOD LENGENDS LP
1887,BRENTWOOD LEGENDS
1908,CORAL VIEW LC
1908,CAROL PLAZA APTS INC
1908,CORAL PLAZA APARTMENTS INC
1908,CAROL PLAZA APARTMENTS INC
1908,CORAL PLAZA PARTNERSHIP INC
1916,CHARLSE DEVELOOPMENT II INC
1916,CHARLES DEVELOPMENT II INC
1916,CHARILSE DEVELOPMENT INC
1916,CHARLES DEVELOPMENT II
1916,CHARLSE DEVELOPMENT II INC
1916,CHARLES DEVELOPMENT INC
1916,CHARLSE DEVELOPMENT INC
1916,CHARLSE DVELOPMENT II INC
1916,CHARLSE DEV II INC
1919,CHARLES OF WATT CMNTYS II INC
1919,CHARLSE OF WATT COMMUNITIES II IN
1919,CHARLES OF WATT COMMUNITIES II IN
1919,CHARLSE OF WATT CMNTYS II INC
1919,CHARLSE OF WATT CMNTYS III INC
1932,HUNTERS RIDGE CONDOMINIUM LLC
1932,HUNTERS RIDGE CLUSTER HOMES
1932,HUNTERS RIDGE CONDOS LLC
1932,HUNTERS RIDGE CONDOMINIUMS LLC
1932,HUNTERS RIDGE CONDO LLC
1932,HUNTERS RIDGE CLUSTERS HOMES
2002,CAPITOL AVENUE ASSCIATES LP
2002,CAPITOL AVENUE ASSOIATES LP
2002,CAPITOL AVENUE ASSOCIATES LP
2002,CAPITOL AVENUE ASSOCAITES LP
2002,CAPITAL AVENUE ASSOCIATES LP
2002,CAPITOL AVENUE ASOCCIATES LP
2002,CAPITOL AVE ASSOC
2002,CAPITOL AVENUE ASSOCIATES
2002,CAPITOL AVENUE PARTNERS
2002,CAPITOL AVE ASSOC LP
2002,CAPITOL AVE ASSOCIATES LP
2002,CAPITOL AVENUE ASSOC
2010,HEARTLAND VILLAS EATON ESTATE
2010,HEARTLAND VILLAS
2010,HEARTLAND VILLAS OF EATON ESTS
2010,HEARTLAND VILLAS EATON ESTATES
2010,HEARTLAND VILLAS EATON ESTS
2010,HEARTLAND VILLAS OF EATON HILL
2010,HEARTLAND VILLAS EATON ESTS IV
2010,HEARTLAND VILLAS OF EATON EST
2010,HEARTLAND VILAS EATON ESTATES
2010,HEARTLAND VILLAS OF EATON ESTA
2011,HEARTLAND VILLAS EATON EST IV
2011,HEARTLAND VILLAS OF EATON ESTA
2011,HEARTLAND VILLAS OF EATON ESTS
2011,HEARTLAND VILLAS EATON ESTATES
2011,HEARTLAND HILLS OF EATON ESTS
2011,HEARTLAND VILLAS EATON ESTS IV
2011,HEARTLAND VILLAS
2011,HEARTLAND VILLAGE EATON EST
2011,HEARTLAND VILLAS OF EATON EST
2013,HEARTLAND VILLAS EATON ESTATES
2013,HEARTLAND VILLAS EATON EST II
2013,HEARTLAND VILLAS EATON III INC
2013,HEARTLAND VILLAS OF EATON ESTS
2013,HEARTLAND VILLAS EASTON ESTATE
2013,HEARTLAND VILLAS EATON ESTS II
2013,HARTLAND VILLAS OF EATON ESTS
2013,HEARTLAND VILLAS
2013,HEARTLAND VILLAS EATON EST III
2013,HEARTLAND VILLAS OF EATON EST
2013,HEARTLAND VILLAS OF EASTON EST
2013,HEARTLAND VILLAS OF EATON
2013,HEARTLAND VILLAS OF EATON ESTA
2013,HEARTLAND VILLAS EATON ESTS
2030,"CAPE,MARIN PARTN"
2030,CAPE MARIN PARTN
2030,"CAPE,MARIN PTN"
2030,"CAPE,MARINE PART"
2030,"CAPE,MARTIN PART"
2034,JF DEV FAIRFAX LLC
2034,J F DEVELOPMENT FAIRFAX LLC
2034,JF DEVELOPMENT FAIRFAX LLC
2034,J F DEVELOPMENT FAIRFAX L L C
2034,J F DEV FAIRFAX LLC
2055,BAYSIDE CONSTRUCTION MNGMENT
2055,BAYSIDE CONSTRUCTION MANAGEMET
2055,BAYSIDE CONSTRUCTION INC
2055,BAYSIDE CONSTRUCTION MANAGEMEN
2055,BAYSIDE CONSTRUCTION MGNT
2055,BAYSIDE CONSTRUCTION MGMT
2055,BAYSIDE CONST MANAGEMENT
2058,J G ZILLICH BUIDER/DEV INC
2058,J G ZILLICH BUILDERS DEVE INC
2058,JG ZILLICH BUILDER DEVELOPER
2058,J G ZILLICH BUILDER DEVELOPER
2058,J G ZILLICH BUILDER /DEV INC
2058,J G ZILLICH BUILDER DEV INC
2058,J G ZULLICH BUILDER
2058,J G ZILLICH BUILDER DEV INCORP
2077,J & M SALUPO DEV CO INC
2077,J&M SALUPO DEVELOPMENT INC
2077,J & M SALUPO DEVELOPMENT INC
2077,J & M SALUPO DEVELOPMENT CO IN
2077,J & M SALUPO DEVELOPMENT CO IC
2077,J & M SALUPO DEV PR SHRF
2077,J & M SALUPO DEVELOPMENT CO
2103,DEGEORGE HOMES OF FLORIDA
2103,DEGEORGE HOMES FLORIDA INC
2103,DEGEORGE HOMES OF FLORIA INC
2103,DEGEORGE HOMES OF FLORIDA INC
2103,DEGEORGE HOMES OF FL INC
2147,CITY PARK CO LLC
2147,CITY PARK COMPANY LLC
2147,CITYPARK CO LLC
2147,CITYPARK COMPANY LLC
2147,CITYPARK COMPANY LLLC
2147,CITIPARK CO LLC
2161,CITY CENTER-PHC LP
2161,CITY CENTRE - PHC LP
2161,CITY CENTRE PHC LP
2161,"CITY CENTRE-PHC, LP"
2161,CITY CENTER-PHC
2161,CITY CENTRE-PHC LP
2161,CITY CENTE-PHC LP
2170,CITATION NORTH
2170,CITATION NORTHER
2170,CITATION
2170,CITATION NORTHERN
2170,CITATION NORHTER
2192,KIMBALL HOMES OHIO INC
2192,KIMBALL HILL HOMES INC
2192,KIMBALL HILL HOMES OHIO INC
2192,KIMBALL HILL OHIO INC
2192,KIMBALL HILL HOMES OHIO
2194,KIMBALL HILL ABRAMS LP
2194,KIMBALL HILL ABRAMS FARM
2194,KIMBALL HILL ABRAMS FARM LP
2194,KIMBALL HILL ABRAMS FARM LLC
2194,KIMBALL HILL HOMES OHIO INC
2195,KIMBALL HILL ABRAMS FARMS LP
2195,KIMBALL HILL ABRAM FARM LP
2195,KIMBALL HILL ABRAMS FARM
2195,KIMBALL HILL HOMES OH INC
2195,KIMBALL HILL ABRAMS FARM LP
2195,KIMBALL HILL HOMES OHIO INC
2195,KIMBALL HILL ABRAMS FARM LTD
2195,KIMBALL HILL FARM LP
2210,"KINGDOM,A"
2210,KINGDOM OF SIGNATURE OF SOLON
2210,KINGDOM AT SIGNATURE OF SOLON INC
2210,KINGDOM AT SIGNATURE OF SOLON
2210,KINGDOM AT HERITAGE LANDING
2210,KINGDOM ST SIGNATURE OF SOLON
2210,KINGDOM AT BARTLETT INC
2300,CLASSICS AT HUMBOLDT STREET LP
2300,CLASSICS AT HOMBOLDT STREET LP
2300,CLASSICS AT HUMBOLDT STREET
2300,CLASSIC AT HUMBOLDT STREET LP
2300,CLASSICS AT HERITAGE CREEK
2300,CLASSICS  AT HUMBOLDT STREET
2300,CLASSICS AT HUMBLODT ST LP
2300,CLASSICS AT HUMBOLDT ST LP
2302,BEAZER HOMES CALIFORNIA INC
2302,BEAZER HOMES
2302,BEAZER HOMES CA INC
2302,BEAZER HOMES HOLDING CORP
2302,BEAZER HOMES HOLDINGS CORP
2306,LIFESTYLE NEIGHTBORHOODS INC
2306,LIFSTYLE NEIGHBORHOODS INC
2306,LIFESTYLE NEIGHBOURHOODS INC
2306,LIFESTYLE NEIGHBORHOODS INC
2306,LIFESTYLE NEIGHBORHOOD INC
2310,BEAZER HOME CALI
2310,BEAZER HOMES
2310,BEAZER HOMES CAL
2310,BEAZER HOMES CALIFORNIA INC
2310,BEAZER HOMES CALIFORNIA
2310,BEAZER HOMES OF
2310,BEAZER HOMES CA
2310,BEAZER HOMES CA INC
2314,BEAZER HOMES CALIFORNIA INC
2314,BEAZER HOMES CAL
2314,BEAZER HOMES CA INC
2314,BEAZER HOMES CA
2314,BEAZER HOMES
2315,BEAZER HOMES CAL
2315,BEAZER HOMES
2315,BEAZER HOMES CALIFORNIA INC
2315,BEAZER HOMES CA
2315,BEAZER HOMES CA INC
2319,BEAZER HOMES
2319,BEAZER HOMES CA
2319,BEAZER HOMES CA INC
2319,BEAZER HOMES CAL
2319,BEAZER HOMES CALIFORNIA INC
2324,BEAZER HOMES CALIFORNIA INC
2324,BEAZER HOMES HOLDING CORP
2324,BEAZER HOMES
2324,BEAZER HOMES HOLDINGS CORP
2324,BEAZAR HOMES HOLDING CORP
2324,BEAZER HOMES SOUTHERN CAL
2332,BEAZAR HOMES CALIFORNIA INC
2332,BEAZER HOMES
2332,BEAZER HOME CALI
2332,BEAZER HOMES CALIFORNIA INC
2332,BEAZER HOMES CALIFORNIA
2332,BEAZER HOMES CAL
2332,BEAZAR HOMES CAL
2332,BEAZER HOMES CA INC
2335,BEAZER HOMES HOLDINGS CORP
2335,BEAZER HOMES HOLDINGS COPR
2335,BEAZER HOMES CALIFORNIA INC
2335,BEAZER HOMES HOLDING CORP
2335,BEAZER HOMES
2337,BEAZER HOMES CALIFORNIA
2337,BEAZER HOMES INC
2337,BEAZER HOME HOLDINGS CORP
2337,BEAZER HOMES HOLDING CORP
2337,BEAZER HOMES HOLDIND CORP
2337,BEAZER HOMES
2337,BEAZER HOMES CA INC
2337,BEAZER HOMES CA
2337,BEAZER HOMES CALIFORNIA INC
2337,BEAZER HOMES HOLDINGS CORP
2343,BEAZER HOMES CAL
2343,BEAZER HOMES CA INC
2343,BEAZER HOMES INC
2343,BEAZER HOMES CA
2343,BEAZER HOMES CALIFORNIA INC
2343,BEAZER HOMES
2343,BEAZER HOMES CALIFORNIA
2354,BEAZER HOMES CALIFORNIA INC
2354,BEAZER HOMES HOLDINGS CORPS
2354,BEAZER HOME CALIFORNIA INC
2354,BEAZER HOMES HOLDINGS CORP
2354,BEAZER HOMES HOLDINGD CORP
2354,BEAZER HOMES CA
2354,BEAZER HOMES CALIFORNIA
2354,BEAZER HOMES HOLDING CORP
2354,BEAZER HOMES
2359,BEAZER HOMES SOUTHERN-CALIFORN
2359,BEAZER HOMES
2359,BEAZER HOMES HOLDING CORP
2359,BEAZER HOMES SOUTHERN CA
2359,BEAZER HOMES SOUTHERN CAL
2359,BEAZER HOMES SOUTHERN CALIFORN
2372,BEAZER HOMES CALIFORNIA INC
2372,BEAZER HOMES HOLDING CORP
2372,BEAZER HOMES
2372,BEAZER HOMES HOLDINGS CORP
2372,BEAZER HOMES SOUTHERN CAL
2373,BEAZER HOME SOUTHERN CALIFORNI
2373,BEAZER HOMES HOLDINGS CORP
2373,BEAZER HOMES SOUTHERN CAL
2373,BEAZER HOMES CALIFORNIA INC
2373,BEAZER HOMES HOLDING CORP
2377,BEAZER HOMES HOLDINGD CORP
2377,BEAZER HOMES HOLDINGS CORP
2377,BEAZER HOMES
2377,BEAZER INC
2377,BEAZER HOMES HOLDING CORP
2377,BEAZER HOMES CAL
2377,BEAZER HOMES CALIFORNIA INC
2377,BEAZER HOMES CALIFORIA INC
2377,BEAZER HHOMES CA
2379,BEAZER HOMES SC
2379,BEAZER INC
2379,BEAZER HOMES HOLDING CORP
2379,BEAZER HOMES SOUTHERN CA
2379,BEAZER HOMES SOUTHERN CAL
2383,BEAZER HMS HLDGS CORP
2383,BEAZER HOMES HOLDINGS CORP
2383,BEAZER HOME HOLDINGS CORP
2383,BEAZER HOMES HOLDING CORPS
2383,BEAZER HOMES HODINGS CORP
2383,BEAZER HOMES HOLDING CORP
2383,BEAZER HOMES HOLDINGS CORPS
2402,BEAZER HOMES CA
2402,BEAZER HOMES INC
2402,BEAZER HOME CALI
2402,BEAZER HOMES CAL
2402,BEAZER HOMES
2434,LAKE POINTE CONSTRUCTION CO IN
2434,LAKE POINTE CONTRUCTION CO INC
2434,LAKE POINTE CONST CO INC
2434,LAKE POINTE CONSTRUCTION CO
2434,LAKE POINT CONSTUCTION INC
2434,LAKEPOINTE CONSTRUCTION INC
2434,LAKE POINTE CONSTRUCTION INC
2434,LAKEPOINT CONSTRUCTION CO INC
2497,CCIL INC
2497,CIL INC
2497,C CIL INC
2497,C C I L INC
2497,C I L INC
2520,ESTATES OF BOYNTON WATEST WEST
2520,ESTATES BOYNTON WATERS W CORP
2520,ESTATES OF BOYNTON WATERS WEST
2520,ESTATES OF BOYNTON WATERS
2520,ESTATE BOYNTON WATERS W CORP
2542,EAGLETON COVE VENTURE
2542,EAGLETON HOME VENTURE
2542,EAGLETON HOMES VENTURE
2542,EAGLETON HOMES VENTURE LTD
2542,EAGLETON HOMES VENTURE L
2599,"ENGLE,PAUL G & CHRISTINE G"
2599,"ENGLERT,STEPHEN W & CHARLOTTE"
2599,"ENGLISH,BRETT & FABIOLA"
2599,"ENGLISH,ERIC E & KIMBERLY A"
2599,ENGLE HOMES/BROWARD INC
2599,ENGLE HOME/BROWARD INC
2599,ENGLE HOMES BROWARD INC
2664,CAMBRIDGE COURT DEV CO
2664,CAMBRIDGE COURT DEV CO INC
2664,CAMBRIDGE COURT DEVELOPMENT CO
2664,CAMBRIDGE COURT
2664,CAMBRIDGE CT DEVELOPMENT CO
2664,CAMBRIDGE COURT DEVELOPMENT
2689,MCCULLOUGH BLDRS & DEVELOPERS
2689,MCCULLOUGH BUILDERS & DEV INC
2689,MCCULLOUGH BUILDERS & DEV
2689,"MCCULLOUGH,RICHARD R"
2689,MCCULLOUGH BUILDERS & DEVELOPE
2727,COMAC INVESTMENTS INC
2727,COMAC INVESTMENTS IC
2727,COMAC INVESTMENT INC
2727,COMAC INV INC
2748,FALCON PARTNERS REALTY & CAPIT
2748,FALCON PTRS REALTY & CAP II LL
2748,FALCON PARTNERS REALTY & CPTL
2748,FLACON PARTNERS REALTY & CAPIT
2748,FALCON PARTNERS REALITY & CAPI
2748,FALCON PARTNERS & CAPITAL II
2748,FALCON PARTNERS REALTY & CAPTI
2748,FALCON PARTFNERS REALTY & CAP
2748,FALCON PARTNERS REALTY & CAP
2792,CENTEX REAL ESTATE CORP
2792,CENTIX HOMES
2792,CENTEX HOMES INC
2792,CENTEX INTERNATIONAL INC
2792,CENTEX HOME EQUITY CORP
2792,CENTEX HOMES
2815,OLD KENT BANK TTEE
2815,OLDKENT BANK TRUSTEE
2815,OLD KENT BANK TRUSTEE
2815,OLD KENT BANK
2815,OLD KEN BANK TRUSTEE
2868,CHANNING PLACE DEV CORP
2868,CHANNING PLACE DEVELOPMENT
2868,CHANNING PLACE DEVELOPEMENT CO
2868,CHANNING PLACE DEVELOPMENT COR
2868,CHANNING PLACE DEVELOPMENT CO
2871,FOUR WAVES AT PRINCETON PL
2871,FOUR WAVES AT PRINCETON PL LTD
2871,FOUR WAVES SAUSALITO PLACE LP
2871,FOUR WAVES & PRINCETON PL
2871,FOUR WAVES AT SAUSALITO PL
2871,FOUR WAVES AT SAUSALILTO PL
2871,FOUR WAVES AT BAY HILL LTD
2871,FOUR WAVES AT SAUSALITO
2871,FOUR WAVES SAUSALITO PLACE LTD
2871,FOUR WAVES AT PRINCETON PLACE
2871,FOUR WAVES AT SAUSALITO PLACE
2871,FOUR WAVES AT SAUSALTIO PLACE
2871,FOUR WAVES AT SAUSALITO PL LTD
2872,FOUR WAVES AT SAUSALITO LP
2872,FOUR WAVES AT SAUSALITO PL LTD
2872,FOUR WAVES ATSAUSALITO PLACE
2872,FOUR WAVES SAUSALITO PLACE LTD
2872,FOUR WAVES AT SAUSALITO PL
2872,FOUR WAVES AT SAUSALITO PLACE
2879,CAMINO COURT
2879,CAMINO COURT LLC
2879,CAMINO CT LP
2879,CAMONO COURT LP
2879,CAMINO COURT LP
2881,CAMINVEST L P
2881,CAMINVEST
2881,"CAMINVEST,LP"
2881,"CAMINVEST,L P"
2881,CAMINVEST LP
2913,"MOUNT,VERNON ESTATES NORTON LL"
2913,"MOUNT,VERNON ESTATES NORTON LLC"
2913,MOUNT VERNON ESTATES NORTON
2913,MOUNT VERNON ESTS NORTON LLC
2913,MOUNT VERNON ESTATES NORTON LL
2937,BALDWIN BUILDING CONTRACTORS
2937,BALDWIN BLDG
2937,BALDWIN BUILDING
2937,BALDWIN BLDG CON
2937,BALDWIN BUILDERS CONTRACTORS
2944,BLDWIN BLDG CONT
2944,BALDWIN INV CO
2944,BLADWIN BLDG
2944,BALDWIN BLDG
2944,BLADWIN BLDG CON
2944,BALDWIN BLD CONT
2944,BALDWIN BLDG CON
2944,BALDWIN BUILDING
2945,BALDWIN BLDG CO
2945,BALDWIN BLD CONT
2945,BALDWIN BLDG COR
2945,BALDWIN BLDG
2945,BALDWIN SCOTT G
2945,BALDWIN BUILDIN
2945,BALDWIN BUILDING
2945,BALDWIN BLDR CON
2945,BALDWIN BLDG CON
2945,BALDIWN BLDG CON
2961,"FRANKEN,CHARLES TR"
2961,"FRANCIA,AUGUSTO & MARY"
2961,"FRANK,ARNOLD & HARALYN"
2961,"FARINAS,DANNY & DEBRA"
2961,FRENCH MARY A TRUST
2978,CARRIAGES II-OAK
2978,CARRIAGES II OAKLEY LP
2978,CARRIAGES-II OAK
2978,CARRIAGES OAKLEY
2978,CARRIAGES-OAKLEY
2978,CARRIAGES II-OAKLEY LP
2978,CARRIAGE II-OAKLEY
2979,CARRIAGES-OAKLEY
2979,CARRIAGES OAKLEY
2979,CARRIAGES II OAK
2979,CARRIAGES-II OAKLEY LP
2979,CARRIAGES II OAKLEY LP
2979,CARRIAGES-II OAK
2979,CARRIAGES II-OAK
2979,CARRIAGES II-OAKLEY
2979,CARRIAGES II-OAKLEY LP
2982,"FREEMAN,BRIAN W"
2982,"FERNANDEZ,DELFINA P"
2982,"FERNANDEZ,RAUL J S"
2982,"FERNANDEZ,ROSALINA M & ROBERTO"
2982,"FERNANDEZ,ROBERTO"
2982,"FERNANDEZ,AUGUSTO & LORRIE"
2982,"FERNANDEZ,JHONATHAN O"
2982,"FERNANDEZ,OSWALDO & ANA M"
2982,"FERMIN,RAFAEL & ANA M"
2984,CHURCH STREET ASSOC
2984,CHURCH ST ASSOC
2984,CHURCH STREET ASSOCIATES
2984,CHURCH STEET ASSOCIATES
2984,CHURCH STREET ASSN
2985,"FERNANDEZ,GEORGE L & CLAUDETTE W"
2985,"FERNANDEZ,MIGUEL A"
2985,"FERNANDEZ,JOSE T & LIDIA R"
2985,"FERNANDEZ,ALBERT & LIVETTE"
2985,"FARENHEM,ALLEN"
2985,"FERNANDEZ,LUIS & LUCY"
2985,"FERNANDEZ-GARIN,ALFONSO"
2985,"FERNANDEZ,JOAQUIN A & DENISE P"
2985,"FURMAN,TAMMY"
2988,"FERNANDEZ,EDUARDO R & BRUNANGELA D"
2988,"FERNANDEZ,JORGE & MAIRELYS"
2988,"FOREMAN,MELANIE"
2988,"FERNANDEZ,JORGE L & ANDREA J"
2988,"FERNANDES,MIGUEL G"
2995,"FERNANDEZ,CONRAD"
2995,"FERNANDEZ,BEVERLY I"
2995,"FERNANDEZ,JESUS"
2995,"FERNANDEZ,ISMAEL"
2995,"FERNANDEZ,JOSE M"
2995,"FERNANDEZ,SANDRA"
2995,"FERNANDEZ,JOSE C"
2995,"FERNANDEZ,RIGO A & YANELKYS M"
3082,"BAYLAND,TRADING"
3082,"BAY,LAND & TRADI"
3082,BAY LAND & TRADING CO
3082,BAY LAND & TRADI
3082,BAYLAND & TRADIN
3106,BEL AIR FIN'L CO
3106,BEL-AIR FINANCIA
3106,BEL-AIR FIN'L CO
3106,BELAIR FINANCIAL
3106,BEL AIR FINACIAL
3106,BEL AIR FINANCIA
3152,CHARLOTTE WOOD DEV LP
3152,CHARLOTTE WOOD DEVELOPERS LP
3152,CHARLOTTE WOOD DEVELOPERS
3152,CHARLOTTE WOOD DEVELOPERS L P
3152,CHARLOTTE WOOD DEVELOPMENT LP
3152,CHARLOTTE WOODS DEVELOPERS LP
3224,G L HOMES SILVER LAKES XIV COR
3224,G L HOMES SILVER LAKES XIX
3224,G L HOMES SILVER LAKES XIV
3224,G L HOMES SILVER LAKES XIX COR
3224,GL HOMES SILVER LAKES XXIV COR
3224,G L HOMES OF SILVER LAKES XXIV
3224,G L HOMES OF SILVER LAKES XIX
3224,G L HOMES SILVER LAKES CORP
3224,G L HOMES OF SILVER LAKES XXVI
3224,G L HOMES SILVER LAKES XXIV CO
3224,G L HOMES SILVER LAKES XVII CO
3224,G L HOMES SILVER LAKES XXIV
3224,GL HOMES OF SILVER LAKES XII
3224,G L HOMES OF SILVER LAKES XIV
3224,G L HOMES OF SILVER LAKES XVI
3224,G L HOMES SILVER LAKES XXVI
3225,G L HOMES OF SUNSET LAKES ASSOCIA
3225,GL HOMES OF SUNSET LAKES ASSOC
